Antibiotic_family	Genefam	Gene	Hit
Aminoglycoside	aac(2')-Ia	aac(2')-Ia	aac(2')-Ia_1_L06156
Aminoglycoside	aac(2')-Ib	aac(2')-Ib	aac(2')-Ib_1_U41471
Aminoglycoside	aac(2')-Ic	aac(2')-Ic	aac(2')-Ic_1_U72714
Aminoglycoside	aac(2')-Id	aac(2')-Id	aac(2')-Id_1_U72743
Aminoglycoside	aac(2')-Ie	aac(2')-Ie	aac(2')-Ie_1_NC011896
Aminoglycoside	aac(2')-IIa	aac(2')-IIa	aac(2')-IIa_1_AB669090
Aminoglycoside	aac(3)-I	aac(3)-I	aac(3)-I_1_AJ877225
Aminoglycoside	aac(3)-Ia	aac(3)-Ia	aac(3)-Ia_1_X15852
Aminoglycoside	aac(3)-Ib	aac(3)-Ib	aac(3)-Ib_1_L06157
Aminoglycoside	aac(3)-Ib-aac(6')-Ib	aac(3)-Ib-aac(6')-Ib	aac(3)-Ib-aac(6')-Ib_1_AF355189
Aminoglycoside	aac(3)-Ic	aac(3)-Ic	aac(3)-Ic_1_AJ511268
Aminoglycoside	aac(3)-Id	aac(3)-Id	aac(3)-Id_1_AB114632
Aminoglycoside	aac(3)-If	aac(3)-If	aac(3)-If_1_AY884051
Aminoglycoside	aac(3)-Ig	aac(3)-Ig	aac(3)-Ig_1_CP000282
Aminoglycoside	aac(3)-Ih	aac(3)-Ih	aac(3)-Ih_1_CP000490
Aminoglycoside	aac(3)-Ii	aac(3)-Ii	aac(3)-Ii_1_CP000356
Aminoglycoside	aac(3)-II 	aac(3)-IIa	aac(3)-IIa_1_X51534
Aminoglycoside	aac(3)-II 	aac(3)-IIa	aac(3)-IIa_2_AY138987
Aminoglycoside	aac(3)-II 	aac(3)-IIa	aac(3)-IIa_3_X13543
Aminoglycoside	aac(3)-II 	aac(3)-IIa	aac(3)-IIa_4_L22613
Aminoglycoside	aac(3)-II 	aac(3)-IIa	aac(3)-IIa_5_FJ012882
Aminoglycoside	aac(3)-II 	aac(3)-IIa	aac(3)-IIa_6_CP023555
Aminoglycoside	aac(3)-IIb	aac(3)-IIb	aac(3)-IIb_1_M97172
Aminoglycoside	aac(3)-II 	aac(3)-IIc	aac(3)-IIc_1_X54723
Aminoglycoside	aac(3)-II 	aac(3)-IId	aac(3)-IId_1_EU022314
Aminoglycoside	aac(3)-II 	aac(3)-IIe	aac(3)-IIe_1_EU022315
Aminoglycoside	aac(3)-IIIa	aac(3)-IIIa	aac(3)-IIIa_1_X55652
Aminoglycoside	aac(3)-IIIb	aac(3)-IIIb	aac(3)-IIIb_1_L06160
Aminoglycoside	aac(3)-IIIb	aac(3)-IIIb	aac(3)-IIIb_2_LLLC01000048
Aminoglycoside	aac(3)-IIIc	aac(3)-IIIc	aac(3)-IIIc_1_L06161
Aminoglycoside	aac(3)-IV	aac(3)-IV	aac(3)-IV_1_DQ241380
Aminoglycoside	aac(3)-IV	aac(3)-IVa	aac(3)-IVa_1_X01385
Aminoglycoside	aac(3)-IXa	aac(3)-IXa	aac(3)-IXa_1_M55427
Aminoglycoside	aac(3)-VIa	aac(3)-VIa	aac(3)-VIa_1_M88012
Aminoglycoside	aac(3)-VIa	aac(3)-VIa	aac(3)-VIa_2_NC_009838
Aminoglycoside	aac(3)-VIIa	aac(3)-VIIa	aac(3)-VIIa_1_M22999
Aminoglycoside	aac(3)-VIII	aac(3)-VIII	aac(3)-VIII_1_AB211959
Aminoglycoside	aac(3)-VIII	aac(3)-VIII	aac(3)-VIII_2_AJ843080
Aminoglycoside	aac(3)-VIII	aac(3)-VIII	aac(3)-VIII_3_AJ748131
Aminoglycoside	aac(3)-VIII	aac(3)-VIIIa	aac(3)-VIIIa_1_M55426
Aminoglycoside	aac(3)-Xa	aac(3)-Xa	aac(3)-Xa_1_AB028210
Aminoglycoside	aac(3)-XI	aac(3)-XI	aac(3)-XI_1_CTEG01000046
Aminoglycoside	aac(6')-29	aac(6')-29a	aac(6')-29a_1_AF263519
Aminoglycoside	aac(6')-29	aac(6')-29b	aac(6')-29b_1_AF263519
Aminoglycoside	aac(6')-30-aac(6')-Ib'	aac(6')-30-aac(6')-Ib'	aac(6')-30-aac(6')-Ib'_1_AJ584652
Aminoglycoside	aac(6')-31	aac(6')-31	aac(6')-31_1_AM283489
Aminoglycoside	aac(6')-32	aac(6')-32	aac(6')-32_1_EF614235
Aminoglycoside	aac(6')-33/I30	aac(6')-33	aac(6')-33_1_GQ337064
Aminoglycoside	aac(6')-aph(2'')	aac(6')-aph(2'')	aac(6')-aph(2'')_1_M13771
Aminoglycoside	aac(6')-33/I30	aac(6')-I30	aac(6')-I30_1_AY289608
Aminoglycoside	aac(6')-Ia	aac(6')-Ia	aac(6')-Ia_1_M18967
Aminoglycoside	aac(6')-Ia	aac(6')-Ia	aac(6')-Ia_2_M86913
Aminoglycoside	aac(6')-Iaa	aac(6')-Iaa	aac(6')-Iaa_1_NC_003197
Aminoglycoside	aac(6')-Iad	aac(6')-Iad	aac(6')-Iad_1_AB119105
Aminoglycoside	aac(6')-Iae	aac(6')-Iae	aac(6')-Iae_1_AB104852
Aminoglycoside	aac(6')-Iaf	aac(6')-Iaf	aac(6')-Iaf_1_AB462903
Aminoglycoside	aac(6')-Iag	aac(6')-Iag	aac(6')-Iag_1_AB472901
Aminoglycoside	aac(6')-Iai	aac(6')-Iai	aac(6')-Iai_1_EU886977
Aminoglycoside	aac(6')-Iaj	aac(6')-Iaj	aac(6')-Iaj_1_AB709942
Aminoglycoside	aac(6')-Iak	aac(6')-Iak	aac(6')-Iak_1_AB894482
Aminoglycoside	aac(6')-Ian	aac(6')-Ian	aac(6')-Ian_1_AP014611
Aminoglycoside	aac(6') like	aac(6')-Ib	aac(6')-Ib_1_M21682
Aminoglycoside	aac(6') like	aac(6')-Ib	aac(6')-Ib_2_M23634
Aminoglycoside, Quinolone	aac(6') like	aac(6')-Ib-cr	aac(6')-Ib-cr_1_DQ303918
Quinolone	aac(6') like	aac(6')-Ib-cr	aac(6')-Ib-cr_1_DQ303918 
Aminoglycoside, Quinolone	aac(6') like	aac(6')-Ib-cr	aac(6')-Ib-cr_2_EF636461
Quinolone	aac(6') like	aac(6')-Ib-cr	aac(6')-Ib-cr_2_EF636461 
Aminoglycoside	aac(6') like	aac(6')-Ib-Hangzhou	aac(6')-Ib-Hangzhou_1_FJ503047
Aminoglycoside	aac(6') like	aac(6')-Ib11	aac(6')-Ib11_1_AY136758
Aminoglycoside	aac(6') like	aac(6')-Ib3	aac(6')-Ib3_1_X60321
Aminoglycoside	aac(6')-Ic	aac(6')-Ic	aac(6')-Ic_1_M94066
Aminoglycoside	aac(6')-If	aac(6')-If	aac(6')-If_1_X55353
Aminoglycoside	aac(6')-Ig	aac(6')-Ig	aac(6')-Ig_1_L09246
Aminoglycoside	aac(6')-Ih	aac(6')-Ih	aac(6')-Ih_1_L29044
Aminoglycoside	aac(6')-Ih	aac(6')-Ih	aac(6')-Ih_2_KT778788
Aminoglycoside	aac(6')-Ii	aac(6')-Ii	aac(6')-Ii_1_L12710
Aminoglycoside	aac(6')-IIa	aac(6')-IIa	aac(6')-IIa_1_M29695
Aminoglycoside	aac(6')-IIb	aac(6')-IIb	aac(6')-IIb_1_L06163
Aminoglycoside	aac(6')-IIc	aac(6')-IIc	aac(6')-IIc_1_NC_012555
Aminoglycoside	aac(6')-Iid	aac(6')-Iid	aac(6')-Iid_1_AJ584700
Aminoglycoside	aac(6')-Iih	aac(6')-Iih	aac(6')-Iih_1_AJ584701
Aminoglycoside	aac(6')-Ij	aac(6')-Ij	aac(6')-Ij_1_L29045
Aminoglycoside	aac(6')-Ik	aac(6')-Ik	aac(6')-Ik_1_L29510
Aminoglycoside	aac(6')-Il	aac(6')-Il	aac(6')-Il_1_U13880
Aminoglycoside	aac(6')-Im	aac(6')-Im	aac(6')-Im_1_AF337947
Aminoglycoside	aac(6')-Ip	aac(6')-Ip	aac(6')-Ip_1_Z54241
Aminoglycoside	aac(6')-Iq	aac(6')-Iq	aac(6')-Iq_1_AF047556
Aminoglycoside	aac(6')-Ir	aac(6')-Ir	aac(6')-Ir_1_AF031326
Aminoglycoside	aac(6')-Is	aac(6')-Is	aac(6')-Is_1_AF031327
Aminoglycoside	aac(6')-Isa	aac(6')-Isa	aac(6')-Isa_1_AB116646
Aminoglycoside	aac(6')-It	aac(6')-It	aac(6')-It_1_AF031328
Aminoglycoside	aac(6')-Iu	aac(6')-Iu	aac(6')-Iu_1_AF031329
Aminoglycoside	aac(6')-Iv	aac(6')-Iv	aac(6')-Iv_1_AF031330
Aminoglycoside	aac(6')-Iw	aac(6')-Iw	aac(6')-Iw_1_AF031331
Aminoglycoside	aac(6')-Ix	aac(6')-Ix	aac(6')-Ix_1_AF031332
Aminoglycoside	aac(6')-Iz	aac(6')-Iz	aac(6')-Iz_1_AF140221
Aminoglycoside	aac(6')-Iz	aac(6')-Iz	aac(6')-Iz_2_AB971834
Aminoglycoside, Quinolone	aac(6') like	aac(6')Ib-cr	aac(6')Ib-cr_3_EF210035
Aminoglycoside	aacA43	aacA43	aacA43_1_HQ247816
Aminoglycoside	aadA1 like	aadA1	aadA1_2_FJ591054
Aminoglycoside	aadA1 like	aadA1	aadA1_3_JQ414041
Aminoglycoside	aadA1 like	aadA1	aadA1_4_JQ480156
Aminoglycoside	aadA1 like	aadA1	aadA1_5_JX185132
Aminoglycoside	aadA10	aadA10	aadA10_1_U37105
Aminoglycoside	aac(6') like	aadA10	aadA10_2_AM087405
Aminoglycoside	aac(6') like	aadA11	aadA11_1_AY144590
Aminoglycoside	aadA1 like	aadA11	aadA11_2_AJ567827
Aminoglycoside	aadA1 like	aadA12	aadA12_1_AY665771
Aminoglycoside	aadA13	aadA13	aadA13_1_AY713504
Aminoglycoside	aadA13	aadA13	aadA13_2_NC010643
Aminoglycoside	aadA14	aadA14	aadA14_1_AJ884726
Aminoglycoside	aadA1 like	aadA15	aadA15_1_DQ393783
Aminoglycoside	aadA16	aadA16	aadA16_1_EU675686
Aminoglycoside	aadA1 like	aadA17	aadA17_1_FJ460181
Aminoglycoside	aadA1 like	aadA1b	aadA1b_1_M95287
Aminoglycoside	aadA2	aadA2	aadA2_1_NC_010870
Aminoglycoside	aadA2	aadA2	aadA2_2_JQ364967
Aminoglycoside	aadA1 like	aadA21	aadA21_1_AY171244
Aminoglycoside	aadA1 like	aadA22	aadA22_1_AM261837
Aminoglycoside	aadA1 like	aadA23	aadA23_1_AJ809407
Aminoglycoside	aadA1 like	aadA24	aadA24_1_AM711129
Aminoglycoside	aadA1 like	aadA24	aadA24_1_DQ677333
Aminoglycoside	aadA2	aadA2b	aadA2b_1_D43625
Aminoglycoside	aadA1 like	aadA3	aadA3_1_AF047479
Aminoglycoside	aadA4/5	aadA4	aadA4_1_Z50802
Aminoglycoside	aadA4/5	aadA5	aadA5_1_AF137361
Aminoglycoside	aac(6') like	aadA6	aadA6_1_AF140629
Aminoglycoside	aadA7	aadA7	aadA7_1_AF224733
Aminoglycoside	aadA7	aadA7	aadA7_2_AB114632
Aminoglycoside	aadA1 like	aadA8	aadA8_1_AF326210
Aminoglycoside	aadA1 like	aadA8b	aadA8b_1_AY139603
Aminoglycoside	aadA1 like	aadA8b	aadA8b_2_AM040708
Aminoglycoside	aadA9	aadA9	aadA9_1_AJ420072
Aminoglycoside	aadD	aadD	aadD_1_AF181950
Aminoglycoside	aadD	aadD	aadD_2_M19465
Aminoglycoside	aadE-Cc	aadE-Cc	aadE-Cc_1_CP013733
Aminoglycoside	aadK	aadK	aadK_1_M26879
Beta-lactam	ampH	ampH	ampH_1_AJ276031
Beta-lactam	ampH	ampH	ampH_2_HQ586946
Beta-lactam	ampS	ampS	ampS_1_X80276
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_1_X04555
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_10_HM367617
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_11_HM367620
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_12_HQ880250
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_13_DQ176450
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_14_DQ266447
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_15_EF205594
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_16_HQ386848
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_17_JTTZ01000034
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_19_GQ466184
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_2_JF826500
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_20_AY139599
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_3_X74412
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_4_AF458082
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_5_AY139594
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_6_AJ871915
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_7_DQ018384
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_8_AY920928
Aminoglycoside	ant(2'')-Ia	ant(2'')-Ia	ant(2'')-Ia_9_HM367610
Aminoglycoside	aadA1 like	ant(3'')-Ia	ant(3'')-Ia_1_X02340
Aminoglycoside	aac(6') like	ant(3'')-Ii-aac(6')-Iid	ant(3'')-Ii-aac(6')-IId_1_AF453998
Aminoglycoside	ant(4')-Ib	ant(4')-Ib	ant(4')-Ib_1_AJ506108
Aminoglycoside	ant(4')-IIa	ant(4')-IIa	ant(4')-IIa_1_M98270
Aminoglycoside	ant(4')-IIb	ant(4')-IIb	ant(4')-IIb_1_AY114142
Aminoglycoside	ant(6)-Ia	ant(6)-Ia	ant(6)-Ia_1_AF330699
Aminoglycoside	ant(6)-Ia	ant(6)-Ia	ant(6)-Ia_2_KF421157
Aminoglycoside	ant(6)-Ia	ant(6)-Ia	ant(6)-Ia_3_KF864551
Aminoglycoside	ant(6)-Ia	ant(6)-Ia	ant(6)-Ia_5_AB247327
Aminoglycoside	ant(6)-Ib	ant(6)-Ib	ant(6)-Ib_1_FN594949
Aminoglycoside	ant(9)-Ia	ant(9)-Ia	ant(9)-Ia_1_X02588
Aminoglycoside	ant(9)-Ia	ant(9)-Ia	ant(9)-Ia_2_M69221
Aminoglycoside	aph(2'')	aph(2'')-Ia	aph(2'')-Ia_2_AP009486
Aminoglycoside	aph(2'')	aph(2'')-Ia	aph(2'')-Ia_3_AJ536195
Aminoglycoside	aph(2'')-Ib	aph(2'')-Ib	aph(2'')-Ib_1_AF337947
Aminoglycoside	aph(2'')-Ib	aph(2'')-Ib	aph(2'')-Ib_2_AF207840
Aminoglycoside	aph(2'')-Ib	aph(2'')-Ib	aph(2'')-Ib_3_KF652098
Aminoglycoside	aph(2'')-Ic	aph(2'')-Ic	aph(2'')-Ic_1_U51479
Aminoglycoside	aph(2'')-Id/Ie	aph(2'')-Id	aph(2'')-Id_1_AF016483
Aminoglycoside	aph(2'')-Id/Ie	aph(2'')-Ie	aph(2'')-Ie_1_AY743255
Aminoglycoside	aph(2'')-If	aph(2'')-If	aph(2'')-If_1_KF652097
Aminoglycoside	aph(2'')-If	aph(2'')-If	aph(2'')-If_2_AY701528
Aminoglycoside	aph(2'')-Ig	aph(2'')-Ig	aph(2'')-Ig_1_CP004067
Aminoglycoside	aph(2'')-Ih	aph(2'')-Ih	aph(2'')-Ih_1_KF652096
Aminoglycoside	aph(3'')-Ia	aph(3'')-Ia	aph(3'')-Ia_1_X53527
Aminoglycoside	aph(3'')-Ia	aph(3'')-Ia	aph(3'')-Ia_2_AP009493
Aminoglycoside	aph(3'')-Ia	aph(3'')-Ia	aph(3'')-Ia_3_M37378
Aminoglycoside	aph(3'')-Ib	aph(3'')-Ib	aph(3'')-Ib_1_M28829
Aminoglycoside	aph(3'')-Ib	aph(3'')-Ib	aph(3'')-Ib_2_AF024602
Aminoglycoside	aph(3'')-Ib	aph(3'')-Ib	aph(3'')-Ib_3_AF321550
Aminoglycoside	aph(3'')-Ib	aph(3'')-Ib	aph(3'')-Ib_4_AF313472
Aminoglycoside	aph(3'')-Ib	aph(3'')-Ib	aph(3'')-Ib_5_AF321551
Aminoglycoside	aph(3'')-Ic	aph(3'')-Ic	aph(3'')-Ic_1_DQ336355
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_1_V00359
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_10_EU855787
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_2_EU287476
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_3_EF015636
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_4_AF498082
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_5_AP004237
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_6_L05392
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_7_X62115
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_8_Y00452
Aminoglycoside	aph(3')-Ia	aph(3')-Ia	aph(3')-Ia_9_EU722351
Aminoglycoside	aph(3')-Ib	aph(3')-Ib	aph(3')-Ib_1_M20305
Aminoglycoside	aph(3')-Ib	aph(3')-Ib	aph(3')-Ib_2_AJ744860
Aminoglycoside	aph(3')-Id	aph(3')-Id	aph(3')-Id_1_Z48231
Aminoglycoside	aph(3')-IIa	aph(3')-IIa	aph(3')-IIa_1_X57709
Aminoglycoside	aph(3')-IIa	aph(3')-IIa	aph(3')-IIa_2_V00618
Aminoglycoside	aph(3')-IIb	aph(3')-IIb	aph(3')-IIb_1_X90856
Aminoglycoside	aph(3')-IIb	aph(3')-IIb	aph(3')-IIb_2_CP006832
Aminoglycoside	aph(3')-IIc	aph(3')-IIc	aph(3')-IIc_1_AM743169
Aminoglycoside	aph(3')-III	aph(3')-III	aph(3')-III_1_M26832
Aminoglycoside	aph(3')-III	aph(3')-IIIa	aph(3')-IIIa_1_AF330699
Aminoglycoside	aph(3')-III	aph(3')-IIIa	aph(3')-IIIa_2_AJ490186
Aminoglycoside	aph(3')-III	aph(3')-IIIa	aph(3')-IIIa_3_AB247327
Aminoglycoside	aph(3')-IV	aph(3')-IV	aph(3')-IV_1_X03364
Aminoglycoside	aph(3')-IX	aph(3')-IX	aph(3')-IX_1_APPN01000061
Aminoglycoside	aph(3')-Va	aph(3')-Va	aph(3')-Va_1_K00432
Aminoglycoside	aph(3')-Va	aph(3')-Va	aph(3')-Va_2_AB211959
Aminoglycoside	aph(3')-Vb	aph(3')-Vb	aph(3')-Vb_1_M22126
Aminoglycoside	aph(3')-Vb	aph(3')-Vb	aph(3')-Vb_2_AJ744850
Aminoglycoside	aph(3')-Vc	aph(3')-Vc	aph(3')-Vc_1_S81599
Aminoglycoside	aph(3')-VI	aph(3')-VI	aph(3')-VI_1_KC170992
Aminoglycoside	aph(3')-VI	aph(3')-VI	aph(3')-VI_2_APPJ01000012
Aminoglycoside	aph(3')-VI	aph(3')-VIa	aph(3')-VIa_1_X07753
Aminoglycoside	aph(3')-VI	aph(3')-VIb	aph(3')-VIb_1_AJ627643
Aminoglycoside	aph(3')-VIIa	aph(3')-VIIa	aph(3')-VIIa_1_M29953
Aminoglycoside	aph(3')-VIII	aph(3')-VIII	aph(3')-VIII_1_ATGI01000028
Aminoglycoside	aph(3')-XV	aph(3')-XV	aph(3')-XV_1_Y18050
Aminoglycoside	aph(3')-XV	aph(3')-XV	aph(3')-XV_2_GQ626879
Aminoglycoside	aph(3')-XV	aph(3')-XV	aph(3')-XV_3_EU165039
Aminoglycoside	aph(4)-Ia	aph(4)-Ia	aph(4)-Ia_1_V01499
Aminoglycoside	aph(6)-Ia	aph(6)-Ia	aph(6)-Ia_1_AY971801
Aminoglycoside	aph(6)-Ia	aph(6)-Ia	aph(6)-Ia_2_Y00459
Aminoglycoside	aph(6)-Ib	aph(6)-Ib	aph(6)-Ib_1_X05648
Aminoglycoside	aph(6)-Ic	aph(6)-Ic	aph(6)-Ic_1_X01702
Aminoglycoside	aph(6)-Id	aph(6)-Id	aph(6)-Id_1_M28829
Aminoglycoside	aph(6)-Id	aph(6)-Id	aph(6)-Id_2_AF024602
Aminoglycoside	aph(6)-Id	aph(6)-Id	aph(6)-Id_3_AB109805
Aminoglycoside	aph(6)-Id	aph(6)-Id	aph(6)-Id_4_CP000971
Aminoglycoside	aph(6)-Id	aph(6)-Id	aph(6)-Id_5_18676889
Aminoglycoside	aph(7'')-Ia	aph(7'')-Ia	aph(7'')-Ia_1_X03615
Aminoglycoside	aph(9)-Ia	aph(9)-Ia	aph(9)-Ia_1_U94857
Aminoglycoside	aph(9)-Ia	aph(9)-Ia	aph(9)-Ia_2_CR628337
Aminoglycoside	aph(9)-Ib	aph(9)-Ib	aph(9)-Ib_1_U70376
Aminoglycoside	armA	armA	armA_1_AY220558
Rifamycin	ARR-2 like	ARR-2	ARR-2_1_HQ141279
Rifamycin	ARR-2 like	ARR-3	ARR-3_1_JF806499
Rifamycin	ARR-2 like	ARR-3	ARR-3_4_FM207631
Rifamycin	ARR-4	ARR-4	ARR-4_1_EF660562
Rifamycin	ARR-5	ARR-5	ARR-5_1_EF660563
Rifamycin	ARR-6	ARR-6	ARR-6_1_FM955585
Rifamycin	ARR-6	ARR-6	ARR-6_2_FM897214
Rifamycin	ARR-2 like	ARR-6	ARR-6_3_JF922883
Rifamycin	ARR-7	ARR-7	ARR-7_1_FN397623
Rifamycin	ARR-8	ARR-8	ARR-8_1_KC199968
Beta-lactam	blaA	blaA	blaA_1_DQ424965
Beta-lactam	blaA	blaA	blaA_2_AY954728
Beta-lactam	blaACC	blaACC-1	blaACC-1_1_AJ133121
Beta-lactam	blaACC	blaACC-1	blaACC-1_2_HG530658
Beta-lactam	blaACC	blaACC-1a	blaACC-1a_1_AF180953
Beta-lactam	blaACC	blaACC-1b	blaACC-1b_1_AF180955
Beta-lactam	blaACC	blaACC-1c	blaACC-1c_1_AF180959
Beta-lactam	blaACC	blaACC-1d	blaACC-1d_1_ADCU02000001
Beta-lactam	blaACC	blaACC-2	blaACC-2_1_AF180952
Beta-lactam	blaACC-3	blaACC-3	blaACC-3_1_AF180958
Beta-lactam	blaACC	blaACC-4	blaACC-4_1_GU256641
Beta-lactam	blaACC	blaACC-4	blaACC-4_1_KM087831
Beta-lactam	blaACC	blaACC-5	blaACC-5_1_HE819401
Beta-lactam	blaACC	blaACC-7	blaACC-7_1_MG028657
Beta-lactam	blaACI-1	blaACI-1	blaACI-1_1_AJ007350
Beta-lactam	blaACT-1 like	blaACT-1	blaACT-1_1_U58495
Beta-lactam	blaACT-1 like	blaACT-10	blaACT-10_1_JN848330
Beta-lactam	blaACT-12	blaACT-12	blaACT-12_1_JX440355
Beta-lactam	blaACT-5 like	blaACT-14	blaACT-14_1_JX440354
Beta-lactam	blaACT-5 like	blaACT-15	blaACT-15_1_JX440356
Beta-lactam	blaACT-5 like	blaACT-16	blaACT-16_1_AB737978
Beta-lactam	blaACT-1 like	blaACT-2	blaACT-2_1_AM076977
Beta-lactam	blaACT-1 like	blaACT-3	blaACT-3_1_EF125013
Beta-lactam	blaACT-1 like	blaACT-4	blaACT-4_2_AJ311172
Beta-lactam	blaACT-5 like	blaACT-5	blaACT-5_1_FJ237369
Beta-lactam	blaACT-1 like	blaACT-6	blaACT-6_1_FJ237366
Beta-lactam	blaACT-5 like	blaACT-7	blaACT-7_1_FJ237368
Beta-lactam	blaACT-9	blaACT-9	blaACT-9_1_HQ693810
Beta-lactam	blaADC-25	blaADC-25	blaADC-25_1_EF016355
Beta-lactam	blaAER-1	blaAER-1	blaAER-1_1_U14748
Beta-lactam	blaAST-1	blaAST-1	blaAST-1_1_AF279904
Beta-lactam	blaB-5 like	blaB-10	blaB-10_1_AY348325
Beta-lactam	blaB-2 like	blaB-11	blaB-11_1_AY348326
Beta-lactam	blaB-12/13	blaB-12	blaB-12_1_EF595958
Beta-lactam	blaB-12/13	blaB-13	blaB-13_1_EF595959
Beta-lactam	blaB-2 like	blaB-14	blaB-14_1_JN635697
Beta-lactam	blaB-2 like	blaB-2	blaB-2_1_AF189300
Beta-lactam	blaB-2 like	blaB-3	blaB-3_1_AF189301
Beta-lactam	blaB-2 like	blaB-3	blaB-3_2_AF189299
Beta-lactam	blaB-5 like	blaB-5	blaB-5_1_AF189303
Beta-lactam	blaB-5 like	blaB-6	blaB-6_1_AF189302
Beta-lactam	blaB-5 like	blaB-7	blaB-7_1_AF189304
Beta-lactam	blaB-5 like	blaB-8	blaB-8_1_AF189305
Beta-lactam	blaB-5 like	blaB-9	blaB-9_1_AY348324
Beta-lactam	blaBEL	blaBEL-1	blaBEL-1_1_DQ089809
Beta-lactam	blaBEL	blaBEL-2	blaBEL-2_1_FJ666063
Beta-lactam	blaBEL	blaBEL-3	blaBEL-3_1_GQ202694
Beta-lactam	blaBEL	blaBEL4	blaBEL4_1_KX388629
Beta-lactam	blaBES-1	blaBES-1	blaBES-1_1_AF234999
Beta-lactam	blaBIC-1	blaBIC-1	blaBIC-1_1_GQ260093
Beta-lactam	blaCMY-2 like	blaBIL-1	blaBIL-1_1_X74512
Beta-lactam	blaBKC	blaBKC	blaBKC_1_KP689347
Beta-lactam	blaBKC-1	blaBKC-1	blaBKC-1_1_KP689347
Beta-lactam	blaBRO	blaBRO-1	blaBRO-1_1_Z54180
Beta-lactam	blaBRO	blaBRO-2	blaBRO-2_1_Z54181
Beta-lactam	blaCARB-1 like	blaCARB-1	blaCARB-1_1_AF313471
Beta-lactam	blaCARB-5 like	blaCARB-10	blaCARB-10_1_EU850412
Beta-lactam	blaCARB-1 like	blaCARB-11	blaCARB-11_1_AY008290
Beta-lactam	blaCARB-1 like	blaCARB-12	blaCARB-12_1_D13210
Beta-lactam	blaCARB-5 like	blaCARB-14	blaCARB-14_1_JQ364968
Beta-lactam	blaCARB-5 like	blaCARB-16	blaCARB-16_1_HF953351
Beta-lactam	blaCARB-17 like	blaCARB-17	blaCARB-17_1_KJ934265
Beta-lactam	blaCARB-17 like	blaCARB-18	blaCARB-18_1_KJ934266
Beta-lactam	blaCARB-17 like	blaCARB-19	blaCARB-19_1_KJ934267
Beta-lactam	blaCARB-1 like	blaCARB-2	blaCARB-2_1_M69058
Beta-lactam	blaCARB-17 like	blaCARB-20	blaCARB-20_1_NG_054946
Beta-lactam	blaCARB-17 like	blaCARB-21	blaCARB-21_1_NG_048724
Beta-lactam	blaCARB-17 like	blaCARB-22	blaCARB-22_1_JYNG01000059
Beta-lactam	blaCARB-17 like	blaCARB-23	blaCARB-23_1_NG_048726
Beta-lactam	blaCARB-17 like	blaCARB-24	blaCARB-24_1_BK008907
Beta-lactam	blaCARB-17 like	blaCARB-25	blaCARB-25_1_BK008888
Beta-lactam	blaCARB-17 like	blaCARB-26	blaCARB-26_1_BK008904
Beta-lactam	blaCARB-17 like	blaCARB-27	blaCARB-27_1_NG_048730
Beta-lactam	blaCARB-17 like	blaCARB-28	blaCARB-28_1_BK008906
Beta-lactam	blaCARB-17 like	blaCARB-29	blaCARB-29_1_BK008905
Beta-lactam	blaCARB-1 like	blaCARB-3	blaCARB-3_1_S46063
