Sample	BioProject	BioSample	Accesion number	Partner	Industry_code	Industry_type	Surface	Room	Total_reads	Contigs	MAGs
MASTER_WP4_TEAGASC_1__TGS04-30	PRJEB63604	-	ERS17785806	TEAGASC	TGS04	Cheese_Dairy	Final_product	Final_product	40127254	14840	12
MASTER_WP4_TEAGASC_1__TGS04-SF	PRJEB63604	-	ERS23194713	TEAGASC	TGS04	Cheese_Dairy	Food_contact	Smoking	45530060	30484	14
MASTER_WP4_TEAGASC_1__TGS04-SNF	PRJEB63604	-	ERS23194714	TEAGASC	TGS04	Cheese_Dairy	Non_food_contact	Smoking	46339400	123575	22
MASTER_WP4_TEAGASC_1__TGS05-01	PRJEB63604	-	ERS16222195	TEAGASC	TGS05	Cheese_Dairy	Non_food_contact	Processing	44219694	51728	22
MASTER_WP4_TEAGASC_1__TGS05-09	PRJEB63604	-	ERS16222196	TEAGASC	TGS05	Cheese_Dairy	Non_food_contact	Packing	133268150	165414	16
MASTER_WP4_TEAGASC_1__TGS05-10	PRJEB63604	-	ERS16222197	TEAGASC	TGS05	Cheese_Dairy	Food_contact	Packing	18501486	31081	4
MASTER_WP4_TEAGASC_1__TGS05-11	PRJEB63604	-	ERS16222198	TEAGASC	TGS05	Cheese_Dairy	Food_contact	Processing	92671242	28994	7
MASTER_WP4_TEAGASC_1__TGS05-12	PRJEB63604	-	ERS16222199	TEAGASC	TGS05	Cheese_Dairy	Food_contact	Processing	154582018	37813	17
MASTER_WP4_TEAGASC_1__TGS05-13	PRJEB63604	-	ERS16222200	TEAGASC	TGS05	Cheese_Dairy	Food_contact	Processing	300445510	73186	16
MASTER_WP4_TEAGASC_1__TGS05-20	PRJNA1094419 	SAMN40695594	SRR28523297	TEAGASC	TGS05	Cheese_Dairy	Raw_materials	Raw_material	73677808	413986	0
MASTER_WP4_TEAGASC_1__TGS05-21	PRJNA1094419 	SAMN40695613	SRR28523212	TEAGASC	TGS05	Cheese_Dairy	Raw_materials	Raw_material	47511468	871	1
MASTER_WP4_TEAGASC_1__TGS05-22	PRJNA1094419 	SAMN40695628	SRR28523195	TEAGASC	TGS05	Cheese_Dairy	Raw_materials	Raw_material	62941948	6900	1
MASTER_WP4_TEAGASC_1__TGS05-27_0	PRJEB63604	-	ERS17785807	TEAGASC	TGS05	Cheese_Dairy	Final_product	Final_product	39915932	12777	3
MASTER_WP4_TEAGASC_1__TGS05-28_0	PRJEB63604	-	ERS17785809	TEAGASC	TGS05	Cheese_Dairy	Final_product	Final_product	85508562	44973	2
MASTER_WP4_TEAGASC_1__TGS05-29_0	PRJEB63604	-	ERS17785810	TEAGASC	TGS05	Cheese_Dairy	Final_product	Final_product	69748540	27427	1
MASTER_WP4_TEAGASC_1__TGS05-30_0	PRJEB63604	-	ERS17785811	TEAGASC	TGS05	Cheese_Dairy	Final_product	Final_product	55237026	17220	2
MASTER_WP4_TEAGASC_1__TGS06-01	PRJEB63604	-	ERS16222201	TEAGASC	TGS06	Cheese_Dairy	Non_food_contact	Processing	53023532	78654	22
MASTER_WP4_TEAGASC_1__TGS06-05	PRJEB63604	-	ERS16222202	TEAGASC	TGS06	Cheese_Dairy	Non_food_contact	Ripening	39731458	46984	17
MASTER_WP4_TEAGASC_1__TGS06-06	PRJEB63604	-	ERS16222203	TEAGASC	TGS06	Cheese_Dairy	Food_contact	Ripening	39071648	43604	8
MASTER_WP4_TEAGASC_1__TGS06-09	PRJEB63604	-	ERS16222204	TEAGASC	TGS06	Cheese_Dairy	Non_food_contact	Packing	26546636	60133	13
MASTER_WP4_TEAGASC_1__TGS06-10	PRJEB63604	-	ERS16222205	TEAGASC	TGS06	Cheese_Dairy	Food_contact	Packing	42887064	25275	7
MASTER_WP4_TEAGASC_1__TGS06-11	PRJEB63604	-	ERS16222206	TEAGASC	TGS06	Cheese_Dairy	Food_contact	Processing	28842912	43329	9
MASTER_WP4_TEAGASC_1__TGS06-12	PRJEB63604	-	ERS16222207	TEAGASC	TGS06	Cheese_Dairy	Food_contact	Processing	84108646	67489	16
MASTER_WP4_TEAGASC_1__TGS06-13	PRJEB63604	-	ERS16222208	TEAGASC	TGS06	Cheese_Dairy	Food_contact	Processing	49342364	58717	15
MASTER_WP4_TEAGASC_1__TGS06-20	PRJNA1094419 	SAMN40695595	SRR28523296	TEAGASC	TGS06	Cheese_Dairy	Raw_materials	Raw_material	76335182	550035	0
MASTER_WP4_TEAGASC_1__TGS06-21	PRJNA1094419 	SAMN40695614	SRR28523211	TEAGASC	TGS06	Cheese_Dairy	Raw_materials	Raw_material	80010526	4296	0
MASTER_WP4_TEAGASC_1__TGS06-22	PRJNA1094419 	SAMN40695629	SRR28523194	TEAGASC	TGS06	Cheese_Dairy	Raw_materials	Raw_material	65566452	11668	8
MASTER_WP4_TEAGASC_1__TGS06-23	PRJEB63604	-	ERS17785812	TEAGASC	TGS06	Cheese_Dairy	Before_ripening	Final_product	35276596	8892	1
MASTER_WP4_TEAGASC_1__TGS06-24	PRJEB63604	-	ERS17785813	TEAGASC	TGS06	Cheese_Dairy	Before_ripening	Final_product	65454830	6200	0
MASTER_WP4_TEAGASC_1__TGS06-25	PRJEB63604	-	ERS17785814	TEAGASC	TGS06	Cheese_Dairy	Before_ripening	Final_product	13968804	2327	3
MASTER_WP4_TEAGASC_1__TGS06-26	PRJEB63604	-	ERS17785815	TEAGASC	TGS06	Cheese_Dairy	Before_ripening	Final_product	22041672	2777	2
MASTER_WP4_TEAGASC_1__TGS06-27	PRJEB63604	-	ERS17785816	TEAGASC	TGS06	Cheese_Dairy	Final_product	Final_product	45742212	3342	2
MASTER_WP4_TEAGASC_1__TGS06-28	PRJEB63604	-	ERS17785817	TEAGASC	TGS06	Cheese_Dairy	Final_product	Final_product	38547762	2857	2
MASTER_WP4_TEAGASC_1__TGS06-29	PRJEB63604	-	ERS17785818	TEAGASC	TGS06	Cheese_Dairy	Final_product	Final_product	35340848	8352	4
MASTER_WP4_TEAGASC_1__TGS06-30	PRJEB63604	-	ERS17785819	TEAGASC	TGS06	Cheese_Dairy	Final_product	Final_product	41282550	8186	3
MASTER_WP4_TEAGASC_1__TGS07-01	PRJEB63604	-	ERS16222209	TEAGASC	TGS07	Cheese_Dairy	Non_food_contact	Processing	11221730	6346	3
MASTER_WP4_TEAGASC_1__TGS07-05	PRJEB63604	-	ERS16222210	TEAGASC	TGS07	Cheese_Dairy	Non_food_contact	Ripening	27232434	64782	8
MASTER_WP4_TEAGASC_1__TGS07-06	PRJEB63604	-	ERS16222211	TEAGASC	TGS07	Cheese_Dairy	Food_contact	Ripening	87509852	77612	6
MASTER_WP4_TEAGASC_1__TGS07-09	PRJEB63604	-	ERS16222212	TEAGASC	TGS07	Cheese_Dairy	Non_food_contact	Packing	116105608	214996	40
MASTER_WP4_TEAGASC_1__TGS07-10	PRJEB63604	-	ERS16222213	TEAGASC	TGS07	Cheese_Dairy	Food_contact	Packing	65486780	31131	4
MASTER_WP4_TEAGASC_1__TGS07-11	PRJEB63604	-	ERS16222214	TEAGASC	TGS07	Cheese_Dairy	Food_contact	Processing	12346732	1326	1
MASTER_WP4_TEAGASC_1__TGS07-12	PRJEB63604	-	ERS16222215	TEAGASC	TGS07	Cheese_Dairy	Food_contact	Processing	2637458	6939	2
MASTER_WP4_TEAGASC_1__TGS07-13	PRJEB63604	-	ERS16222216	TEAGASC	TGS07	Cheese_Dairy	Food_contact	Processing	11182440	9219	3
MASTER_WP4_TEAGASC_1__TGS07-20	PRJNA1094419 	SAMN40695596	SRR28523230	TEAGASC	TGS07	Cheese_Dairy	Raw_materials	Raw_material	29795632	43504	1
MASTER_WP4_TEAGASC_1__TGS07-21	PRJNA1094419 	SAMN40695615	SRR28523210	TEAGASC	TGS07	Cheese_Dairy	Raw_materials	Raw_material	90473798	131632	3
MASTER_WP4_TEAGASC_1__TGS07-22	PRJNA1094419 	SAMN40695630	SRR28523193	TEAGASC	TGS07	Cheese_Dairy	Raw_materials	Raw_material	36420184	8759	3
MASTER_WP4_TEAGASC_1__TGS07-23	PRJEB63604	-	ERS17785820	TEAGASC	TGS07	Cheese_Dairy	Before_ripening	Final_product	33266975	16338	7
MASTER_WP4_TEAGASC_1__TGS07-24	PRJEB63604	-	ERS17785821	TEAGASC	TGS07	Cheese_Dairy	Before_ripening	Final_product	12694884	2321	0
MASTER_WP4_TEAGASC_1__TGS07-25	PRJEB63604	-	ERS17785822	TEAGASC	TGS07	Cheese_Dairy	Before_ripening	Final_product	12999518	9990	5
MASTER_WP4_TEAGASC_1__TGS07-26	PRJEB63604	-	ERS17785823	TEAGASC	TGS07	Cheese_Dairy	Before_ripening	Final_product	80510568	3504	0
MASTER_WP4_TEAGASC_1__TGS07-27	PRJEB63604	-	ERS17785824	TEAGASC	TGS07	Cheese_Dairy	Final_product	Final_product	52174206	33046	1
MASTER_WP4_TEAGASC_1__TGS07-28	PRJEB63604	-	ERS17785825	TEAGASC	TGS07	Cheese_Dairy	Final_product	Final_product	23017124	1919	0
MASTER_WP4_TEAGASC_1__TGS07-29	PRJEB63604	-	ERS17785826	TEAGASC	TGS07	Cheese_Dairy	Final_product	Final_product	37947586	24174	2
MASTER_WP4_TEAGASC_1__TGS07-30	PRJEB63604	-	ERS17785827	TEAGASC	TGS07	Cheese_Dairy	Final_product	Final_product	36703578	7174	1
MASTER_WP4_TEAGASC_1__TGS07-NP	PRJNA1094419 	SAMN40695597	SRR28523229	TEAGASC	TGS07	Cheese_Dairy	Raw_materials	Raw_material	85402268	567416	0
MASTER_WP4_TEAGASC_1__TGS08-01	PRJEB63604	-	ERS16222217	TEAGASC	TGS08	Cheese_Dairy	Non_food_contact	Processing	45243358	42775	12
MASTER_WP4_TEAGASC_1__TGS08-05	PRJEB63604	-	ERS16222218	TEAGASC	TGS08	Cheese_Dairy	Non_food_contact	Ripening	93759358	93273	23
MASTER_WP4_TEAGASC_1__TGS08-06	PRJEB63604	-	ERS16222219	TEAGASC	TGS08	Cheese_Dairy	Food_contact	Ripening	102681392	110759	16
MASTER_WP4_TEAGASC_1__TGS08-09	PRJEB63604	-	ERS16222220	TEAGASC	TGS08	Cheese_Dairy	Non_food_contact	Packing	104856994	129176	21
MASTER_WP4_TEAGASC_1__TGS08-10	PRJEB63604	-	ERS16222221	TEAGASC	TGS08	Cheese_Dairy	Food_contact	Packing	36707648	37448	14
MASTER_WP4_TEAGASC_1__TGS08-11	PRJEB63604	-	ERS16222222	TEAGASC	TGS08	Cheese_Dairy	Food_contact	Processing	84929968	82187	26
MASTER_WP4_TEAGASC_1__TGS08-12	PRJEB63604	-	ERS16222223	TEAGASC	TGS08	Cheese_Dairy	Food_contact	Processing	44445396	17396	0
MASTER_WP4_TEAGASC_1__TGS08-13	PRJEB63604	-	ERS16222224	TEAGASC	TGS08	Cheese_Dairy	Food_contact	Processing	99451460	119163	11
MASTER_WP4_TEAGASC_1__TGS08-20	PRJNA1094419 	SAMN40695598	SRR28523228	TEAGASC	TGS08	Cheese_Dairy	Raw_materials	Raw_material	72725194	406003	1
MASTER_WP4_TEAGASC_1__TGS08-21	PRJNA1094419 	SAMN40695616	SRR28523208	TEAGASC	TGS08	Cheese_Dairy	Raw_materials	Raw_material	89594064	108779	5
MASTER_WP4_TEAGASC_1__TGS08-22	PRJNA1094419 	SAMN40695631	SRR28523192	TEAGASC	TGS08	Cheese_Dairy	Raw_materials	Raw_material	93382814	5084	3
MASTER_WP4_TEAGASC_1__TGS08-23	PRJEB63604	-	ERS17785828	TEAGASC	TGS08	Cheese_Dairy	Before_ripening	Final_product	72636782	61546	4
MASTER_WP4_TEAGASC_1__TGS08-24	PRJEB63604	-	ERS17785829	TEAGASC	TGS08	Cheese_Dairy	Before_ripening	Final_product	64472208	24140	3
MASTER_WP4_TEAGASC_1__TGS08-25	PRJEB63604	-	ERS17785830	TEAGASC	TGS08	Cheese_Dairy	Before_ripening	Final_product	37630108	11254	2
MASTER_WP4_TEAGASC_1__TGS08-26	PRJEB63604	-	ERS17785831	TEAGASC	TGS08	Cheese_Dairy	Before_ripening	Final_product	44720704	14488	3
MASTER_WP4_TEAGASC_1__TGS08-27	PRJEB63604	-	ERS17785832	TEAGASC	TGS08	Cheese_Dairy	Final_product	Final_product	71002882	2178	2
MASTER_WP4_TEAGASC_1__TGS08-28	PRJEB63604	-	ERS17785833	TEAGASC	TGS08	Cheese_Dairy	Final_product	Final_product	42121255	1084	2
MASTER_WP4_TEAGASC_1__TGS08-29	PRJEB63604	-	ERS17785834	TEAGASC	TGS08	Cheese_Dairy	Final_product	Final_product	111582812	54370	29
MASTER_WP4_TEAGASC_1__TGS08-30	PRJEB63604	-	ERS17785835	TEAGASC	TGS08	Cheese_Dairy	Final_product	Final_product	31656856	15046	8
MASTER_WP4_TEAGASC_1__TGS09-01	PRJEB63604	-	ERS16222225	TEAGASC	TGS09	Cheese_Dairy	Non_food_contact	Processing	80862656	173358	25
MASTER_WP4_TEAGASC_1__TGS09-05	PRJEB63604	-	ERS16222226	TEAGASC	TGS09	Cheese_Dairy	Non_food_contact	Ripening	33100124	56646	8
MASTER_WP4_TEAGASC_1__TGS09-06	PRJEB63604	-	ERS16222227	TEAGASC	TGS09	Cheese_Dairy	Food_contact	Ripening	33729730	45540	3
MASTER_WP4_TEAGASC_1__TGS09-09	PRJEB63604	-	ERS16222228	TEAGASC	TGS09	Cheese_Dairy	Non_food_contact	Packing	162858882	188382	31
MASTER_WP4_TEAGASC_1__TGS09-10	PRJEB63604	-	ERS16222229	TEAGASC	TGS09	Cheese_Dairy	Food_contact	Packing	82122443	66081	7
MASTER_WP4_TEAGASC_1__TGS09-11	PRJEB63604	-	ERS16222230	TEAGASC	TGS09	Cheese_Dairy	Food_contact	Processing	54742205	55125	7
MASTER_WP4_TEAGASC_1__TGS09-12	PRJEB63604	-	ERS16222231	TEAGASC	TGS09	Cheese_Dairy	Food_contact	Processing	81401122	139676	22
MASTER_WP4_TEAGASC_1__TGS09-13	PRJEB63604	-	ERS16222232	TEAGASC	TGS09	Cheese_Dairy	Food_contact	Processing	63978177	90350	23
MASTER_WP4_TEAGASC_1__TGS09-20	PRJNA1094419 	SAMN40695599	SRR28523227	TEAGASC	TGS09	Cheese_Dairy	Raw_materials	Raw_material	62510400	272844	0
MASTER_WP4_TEAGASC_1__TGS09-21	PRJNA1094419 	SAMN40695617	SRR28523207	TEAGASC	TGS09	Cheese_Dairy	Raw_materials	Raw_material	104803331	119151	0
MASTER_WP4_TEAGASC_1__TGS09-22	PRJNA1094419 	SAMN40695632	SRR28523191	TEAGASC	TGS09	Cheese_Dairy	Raw_materials	Raw_material	26635048	2285	2
MASTER_WP4_TEAGASC_1__TGS09-23	PRJEB63604	-	ERS17785836	TEAGASC	TGS09	Cheese_Dairy	Before_ripening	Final_product	97270519	2056	2
MASTER_WP4_TEAGASC_1__TGS09-24	PRJEB63604	-	ERS17785837	TEAGASC	TGS09	Cheese_Dairy	Before_ripening	Final_product	58727608	7904	1
MASTER_WP4_TEAGASC_1__TGS09-25	PRJEB63604	-	ERS17785838	TEAGASC	TGS09	Cheese_Dairy	Before_ripening	Final_product	82311770	1309	3
MASTER_WP4_TEAGASC_1__TGS09-26	PRJEB63604	-	ERS17785839	TEAGASC	TGS09	Cheese_Dairy	Before_ripening	Final_product	37508467	8147	2
MASTER_WP4_TEAGASC_1__TGS09-27	PRJEB63604	-	ERS17785840	TEAGASC	TGS09	Cheese_Dairy	Final_product	Final_product	59232181	2595	1
MASTER_WP4_TEAGASC_1__TGS09-28	PRJEB63604	-	ERS17785841	TEAGASC	TGS09	Cheese_Dairy	Final_product	Final_product	18854499	1047	1
MASTER_WP4_TEAGASC_1__TGS09-30	PRJEB63604	-	ERS17785842	TEAGASC	TGS09	Cheese_Dairy	Final_product	Final_product	54883846	1439	0
MASTER_WP4_TEAGASC_1__TGS10-01	PRJEB63604		ERS16222233	TEAGASC	TGS10	Cheese_Dairy	Non_food_contact	Processing	21453577	44094	9
MASTER_WP4_TEAGASC_1__TGS10-05	PRJEB63604		ERS16222234	TEAGASC	TGS10	Cheese_Dairy	Non_food_contact	Ripening	40897037	21314	12
MASTER_WP4_TEAGASC_1__TGS10-06	PRJEB63604		ERS16222235	TEAGASC	TGS10	Cheese_Dairy	Food_contact	Ripening	36631079	31883	6
MASTER_WP4_TEAGASC_1__TGS10-09	PRJEB63604		ERS16222236	TEAGASC	TGS10	Cheese_Dairy	Non_food_contact	Packing	37398156	42923	13
MASTER_WP4_TEAGASC_1__TGS10-10	PRJEB63604		ERS16222237	TEAGASC	TGS10	Cheese_Dairy	Food_contact	Packing	37483785	67836	9
MASTER_WP4_TEAGASC_1__TGS10-11	PRJEB63604		ERS16222238	TEAGASC	TGS10	Cheese_Dairy	Food_contact	Processing	34999217	33505	10
MASTER_WP4_TEAGASC_1__TGS10-12	PRJEB63604		ERS16222239	TEAGASC	TGS10	Cheese_Dairy	Food_contact	Processing	81623470	5566	2
MASTER_WP4_TEAGASC_1__TGS10-13	PRJEB63604		ERS16222240	TEAGASC	TGS10	Cheese_Dairy	Food_contact	Processing	70064218	24016	3
MASTER_WP4_TEAGASC_1__TGS10-20	PRJNA1094419 	SAMN40695600	SRR28523226	TEAGASC	TGS10	Cheese_Dairy	Raw_materials	Raw_material	87825250	429058	0
MASTER_WP4_TEAGASC_1__TGS10-21	PRJNA1094419 	SAMN40695618	SRR28523206	TEAGASC	TGS10	Cheese_Dairy	Raw_materials	Raw_material	139199222	52532	3
MASTER_WP4_TEAGASC_1__TGS10-23	PRJEB63604	-	ERS17785843	TEAGASC	TGS10	Cheese_Dairy	Before_ripening	Final_product	150434931	410606	1
MASTER_WP4_TEAGASC_1__TGS10-24	PRJEB63604	-	ERS17785844	TEAGASC	TGS10	Cheese_Dairy	Before_ripening	Final_product	73602870	101740	3
MASTER_WP4_TEAGASC_1__TGS10-25	PRJEB63604	-	ERS17785845	TEAGASC	TGS10	Cheese_Dairy	Before_ripening	Final_product	63957752	27599	0
MASTER_WP4_TEAGASC_1__TGS10-26	PRJEB63604	-	ERS17785846	TEAGASC	TGS10	Cheese_Dairy	Before_ripening	Final_product	70469406	46279	2
MASTER_WP4_TEAGASC_1__TGS10-27	PRJEB63604	-	ERS17785847	TEAGASC	TGS10	Cheese_Dairy	Final_product	Final_product	78744510	3609	4
MASTER_WP4_TEAGASC_1__TGS10-28	PRJEB63604	-	ERS17785848	TEAGASC	TGS10	Cheese_Dairy	Final_product	Final_product	127685445	5107	7
MASTER_WP4_TEAGASC_1__TGS10-29	PRJEB63604	-	ERS17785849	TEAGASC	TGS10	Cheese_Dairy	Final_product	Final_product	56006559	3909	2
MASTER_WP4_TEAGASC_1__TGS10-30	PRJEB63604	-	ERS17785850	TEAGASC	TGS10	Cheese_Dairy	Final_product	Final_product	145659735	5582	8
MASTER_WP4_TEAGASC_1__TGS10-V	PRJEB63604	-	ERS16222241	TEAGASC	TGS10	Cheese_Dairy	Food_contact	Ripening	80091429	26569	6
MASTER_WP4_TEAGASC_1__TGS11-01	PRJEB63604	-	ERS16222242	TEAGASC	TGS11	Cheese_Dairy	Non_food_contact	Processing	163241148	171303	29
MASTER_WP4_TEAGASC_1__TGS11-05	PRJEB63604	-	ERS16222243	TEAGASC	TGS11	Cheese_Dairy	Non_food_contact	Ripening	48959785	54167	13
MASTER_WP4_TEAGASC_1__TGS11-06	PRJEB63604	-	ERS16222244	TEAGASC	TGS11	Cheese_Dairy	Food_contact	Ripening	117009576	58286	14
MASTER_WP4_TEAGASC_1__TGS11-09	PRJEB63604	-	ERS16222245	TEAGASC	TGS11	Cheese_Dairy	Non_food_contact	Packing	132801468	160074	23
MASTER_WP4_TEAGASC_1__TGS11-10	PRJEB63604	-	ERS16222246	TEAGASC	TGS11	Cheese_Dairy	Food_contact	Packing	105161741	68791	9
MASTER_WP4_TEAGASC_1__TGS11-11	PRJEB63604	-	ERS16222247	TEAGASC	TGS11	Cheese_Dairy	Food_contact	Processing	114045703	9857	10
MASTER_WP4_TEAGASC_1__TGS11-12	PRJEB63604	-	ERS16222248	TEAGASC	TGS11	Cheese_Dairy	Food_contact	Processing	46071786	80702	7
MASTER_WP4_TEAGASC_1__TGS11-13	PRJEB63604	-	ERS16222249	TEAGASC	TGS11	Cheese_Dairy	Food_contact	Processing	67573829	36072	17
MASTER_WP4_TEAGASC_1__TGS11-20	PRJNA1094419 	SAMN40695601	SRR28523225	TEAGASC	TGS11	Cheese_Dairy	Raw_materials	Raw_material	107542260	642489	0
MASTER_WP4_TEAGASC_1__TGS11-21	PRJNA1094419 	SAMN40695619	SRR28523205	TEAGASC	TGS11	Cheese_Dairy	Raw_materials	Raw_material	93667009	21171	1
MASTER_WP4_TEAGASC_1__TGS11-22	PRJNA1094419 	SAMN40695633	SRR28523190	TEAGASC	TGS11	Cheese_Dairy	Raw_materials	Raw_material	144928988	12963	13
MASTER_WP4_TEAGASC_1__TGS11-23	PRJEB63604	-	ERS17785851	TEAGASC	TGS11	Cheese_Dairy	Before_ripening	Final_product	68526809	5598	1
MASTER_WP4_TEAGASC_1__TGS11-24	PRJEB63604	-	ERS17785853	TEAGASC	TGS11	Cheese_Dairy	Before_ripening	Final_product	174153848	373368	0
MASTER_WP4_TEAGASC_1__TGS11-25	PRJEB63604	-	ERS17785854	TEAGASC	TGS11	Cheese_Dairy	Before_ripening	Final_product	155266255	570491	0
MASTER_WP4_TEAGASC_1__TGS11-26	PRJEB63604	-	ERS17785855	TEAGASC	TGS11	Cheese_Dairy	Before_ripening	Final_product	57800106	57703	2
MASTER_WP4_TEAGASC_1__TGS11-27	PRJEB63604	-	ERS17785856	TEAGASC	TGS11	Cheese_Dairy	Final_product	Final_product	22683064	1700	2
MASTER_WP4_TEAGASC_1__TGS11-28	PRJEB63604	-	ERS17785857	TEAGASC	TGS11	Cheese_Dairy	Final_product	Final_product	26141322	1705	1
MASTER_WP4_TEAGASC_1__TGS11-29	PRJEB63604	-	ERS17785858	TEAGASC	TGS11	Cheese_Dairy	Final_product	Final_product	36369472	1778	1
MASTER_WP4_TEAGASC_1__TGS11-30	PRJEB63604	-	ERS17785859	TEAGASC	TGS11	Cheese_Dairy	Final_product	Final_product	23643672	5909	6
MASTER_WP4_TEAGASC_1__TGS11-NP	PRJNA1094419 	SAMN40695602	SRR28523224	TEAGASC	TGS11	Cheese_Dairy	Raw_materials	Raw_material	97664674	588474	0
MASTER_WP4_TEAGASC_1__TGS12-01	PRJEB63604	-	ERS16222250	TEAGASC	TGS12	Cheese_Dairy	Non_food_contact	Processing	187902477	273194	41
MASTER_WP4_TEAGASC_1__TGS12-05	PRJEB63604	-	ERS16222251	TEAGASC	TGS12	Cheese_Dairy	Non_food_contact	Ripening	35338511	89432	8
MASTER_WP4_TEAGASC_1__TGS12-06	PRJEB63604	-	ERS16222252	TEAGASC	TGS12	Cheese_Dairy	Food_contact	Ripening	61994943	90616	16
MASTER_WP4_TEAGASC_1__TGS12-11	PRJEB63604	-	ERS16222253	TEAGASC	TGS12	Cheese_Dairy	Food_contact	Processing	36404334	20914	10
MASTER_WP4_TEAGASC_1__TGS12-12	PRJEB63604	-	ERS16222254	TEAGASC	TGS12	Cheese_Dairy	Food_contact	Processing	85731890	63959	13
MASTER_WP4_TEAGASC_1__TGS12-13	PRJEB63604	-	ERS16222255	TEAGASC	TGS12	Cheese_Dairy	Food_contact	Processing	26186838	42713	12
MASTER_WP4_TEAGASC_1__TGS12-20	PRJNA1094419 	SAMN40695603	SRR28523223	TEAGASC	TGS12	Cheese_Dairy	Raw_materials	Raw_material	43387211	918	1
MASTER_WP4_TEAGASC_1__TGS12-21	PRJNA1094419 	SAMN40695620	SRR28523204	TEAGASC	TGS12	Cheese_Dairy	Raw_materials	Raw_material	41858448	68847	0
MASTER_WP4_TEAGASC_1__TGS12-22	PRJNA1094419 	SAMN40695634	SRR28523189	TEAGASC	TGS12	Cheese_Dairy	Raw_materials	Raw_material	52630	38	0
MASTER_WP4_TEAGASC_1__TGS12-23	PRJEB63604	-	ERS17785860	TEAGASC	TGS12	Cheese_Dairy	Before_ripening	Final_product	40581838	1411	1
MASTER_WP4_TEAGASC_1__TGS12-24	PRJEB63604	-	ERS17785861	TEAGASC	TGS12	Cheese_Dairy	Before_ripening	Final_product	29626445	978	0
MASTER_WP4_TEAGASC_1__TGS12-25	PRJEB63604	-	ERS17785862	TEAGASC	TGS12	Cheese_Dairy	Before_ripening	Final_product	10361721	1038	1
MASTER_WP4_TEAGASC_1__TGS12-26	PRJEB63604	-	ERS17785863	TEAGASC	TGS12	Cheese_Dairy	Before_ripening	Final_product	46174005	1455	2
MASTER_WP4_TEAGASC_1__TGS12-27	PRJEB63604	-	ERS17785864	TEAGASC	TGS12	Cheese_Dairy	Final_product	Final_product	513576	248	1
MASTER_WP4_TEAGASC_1__TGS12-28	PRJEB63604	-	ERS17785865	TEAGASC	TGS12	Cheese_Dairy	Final_product	Final_product	9840336	1183	1
MASTER_WP4_TEAGASC_1__TGS12-29	PRJEB63604	-	ERS17785866	TEAGASC	TGS12	Cheese_Dairy	Final_product	Final_product	52686956	25770	12
MASTER_WP4_TEAGASC_1__TGS12-30	PRJEB63604	-	ERS17785867	TEAGASC	TGS12	Cheese_Dairy	Final_product	Final_product	6196146	6101	1
MASTER_WP4_TEAGASC_1__TGS13-01	PRJEB63604	-	ERS16222256	TEAGASC	TGS13	Cheese_Dairy	Non_food_contact	Processing	34535734	46484	19
MASTER_WP4_TEAGASC_1__TGS13-05	PRJEB63604	-	ERS16222257	TEAGASC	TGS13	Cheese_Dairy	Non_food_contact	Ripening	42439454	27458	14
MASTER_WP4_TEAGASC_1__TGS13-06	PRJEB63604	-	ERS16222258	TEAGASC	TGS13	Cheese_Dairy	Food_contact	Ripening	245032350	122492	36
MASTER_WP4_TEAGASC_1__TGS13-09	PRJEB63604	-	ERS16222259	TEAGASC	TGS13	Cheese_Dairy	Non_food_contact	Packing	39417440	32513	12
MASTER_WP4_TEAGASC_1__TGS13-10	PRJEB63604	-	ERS16222260	TEAGASC	TGS13	Cheese_Dairy	Food_contact	Packing	34145740	46820	13
MASTER_WP4_TEAGASC_1__TGS13-11	PRJEB63604	-	ERS16222261	TEAGASC	TGS13	Cheese_Dairy	Food_contact	Processing	30695473	38847	14
MASTER_WP4_TEAGASC_1__TGS13-12	PRJEB63604	-	ERS16222262	TEAGASC	TGS13	Cheese_Dairy	Food_contact	Processing	42165072	58092	19
MASTER_WP4_TEAGASC_1__TGS13-13	PRJEB63604	-	ERS16222263	TEAGASC	TGS13	Cheese_Dairy	Food_contact	Processing	19589875	18965	11
MASTER_WP4_TEAGASC_1__TGS13-20	PRJNA1094419 	SAMN40695604	SRR28523222	TEAGASC	TGS13	Cheese_Dairy	Raw_materials	Raw_material	57903892	188945	0
MASTER_WP4_TEAGASC_1__TGS13-21	PRJNA1094419 	SAMN40695621	SRR28523203	TEAGASC	TGS13	Cheese_Dairy	Raw_materials	Raw_material	46654074	49546	3
MASTER_WP4_TEAGASC_1__TGS13-22	PRJNA1094419 	SAMN40695635	SRR28523188	TEAGASC	TGS13	Cheese_Dairy	Raw_materials	Raw_material	57908175	27418	12
MASTER_WP4_TEAGASC_1__TGS13-23	PRJEB63604	-	ERS17785868	TEAGASC	TGS13	Cheese_Dairy	Before_ripening	Final_product	114542826	525497	1
MASTER_WP4_TEAGASC_1__TGS13-24	PRJEB63604	-	ERS17785869	TEAGASC	TGS13	Cheese_Dairy	Before_ripening	Final_product	121344843	612146	1
MASTER_WP4_TEAGASC_1__TGS13-25	PRJEB63604	-	ERS17785870	TEAGASC	TGS13	Cheese_Dairy	Before_ripening	Final_product	43755350	55533	1
