Sample	BioProject	BioSample	Accesion number	Partner	Industry_code	Industry_type	Surface	Room	Total_reads	Contigs	MAGs
MASTER_WP4_CSIC_1__P2207_73323	PRJNA997801	SAMN36690402	SRR25395361	CSIC	16	Cheese_Dairy	Final_product	Final_product	47913002	1396	0
MASTER_WP4_CSIC_1__P2208_73323	PRJNA997801	SAMN36690403	SRR25395359	CSIC	16	Cheese_Dairy	Final_product	Final_product	22916620	774	0
MASTER_WP4_CSIC_1__P2209_73323	PRJNA997801	SAMN36690404	SRR25395358	CSIC	16	Cheese_Dairy	Final_product	Final_product	60813826	930	0
MASTER_WP4_CSIC_1__P2210_73323	PRJNA997801	SAMN36690405	SRR25395357	CSIC	16	Cheese_Dairy	Final_product	Final_product	54608964	772	0
MASTER_WP4_CSIC_1__P2211_73323	PRJNA997801	SAMN36689879	SRR25395279	CSIC	8	Cheese_Dairy	Raw_materials	Raw_material	51558782	169418	0
MASTER_WP4_CSIC_1__P2212_73323	PRJNA997801	SAMN36689880	SRR25395268	CSIC	8	Cheese_Dairy	Raw_materials	Raw_material	49359786	26077	2
MASTER_WP4_CSIC_1__P2213_73323	PRJNA997801	SAMN36690073	SRR25395213	CSIC	8	Cheese_Dairy	Before_ripening	Final_product	53124494	2484	1
MASTER_WP4_CSIC_1__P2214_73323	PRJNA997801	SAMN36690074	SRR25395212	CSIC	8	Cheese_Dairy	Before_ripening	Final_product	61777164	3121	1
MASTER_WP4_CSIC_1__P2215_73323	PRJNA997801	SAMN36690075	SRR25395211	CSIC	8	Cheese_Dairy	Before_ripening	Final_product	68916482	6876	2
MASTER_WP4_CSIC_1__P2216_73323	PRJNA997801	SAMN36690076	SRR25395210	CSIC	8	Cheese_Dairy	Before_ripening	Final_product	72366112	5077	2
MASTER_WP4_CSIC_1__P2217_73323	PRJNA997801	SAMN36690378	SRR25395126	CSIC	8	Cheese_Dairy	Final_product	Final_product	68877700	21798	5
MASTER_WP4_CSIC_1__P2218_73323	PRJNA997801	SAMN36690379	SRR25395125	CSIC	8	Cheese_Dairy	Final_product	Final_product	69331924	2658	4
MASTER_WP4_CSIC_1__P2219_73323	PRJNA997801	SAMN36690380	SRR25395124	CSIC	8	Cheese_Dairy	Final_product	Final_product	62072544	29828	5
MASTER_WP4_CSIC_1__P2220_73323	PRJNA997801	SAMN36690381	SRR25395123	CSIC	8	Cheese_Dairy	Final_product	Final_product	64650496	2756	4
MASTER_WP4_CSIC_1__P2221_73323	PRJNA997801	SAMN36689917	SRR25395360	CSIC	28	Cheese_Dairy	Raw_materials	Raw_material	70954192	216432	2
MASTER_WP4_CSIC_1__P2222_73323	PRJNA997801	SAMN36689918	SRR25395349	CSIC	28	Cheese_Dairy	Raw_materials	Raw_material	71539442	2674	1
MASTER_WP4_CSIC_1__P2223_73323	PRJNA997801	SAMN36690141	SRR25394901	CSIC	28	Cheese_Dairy	Before_ripening	Final_product	179123126	6556	3
MASTER_WP4_CSIC_1__P2224_73323	PRJNA997801	SAMN36690142	SRR25394900	CSIC	28	Cheese_Dairy	Before_ripening	Final_product	40015490	9857	6
MASTER_WP4_CSIC_1__P2225_73323	PRJNA997801	SAMN36690143	SRR25394898	CSIC	28	Cheese_Dairy	Before_ripening	Final_product	32364350	3553	3
MASTER_WP4_CSIC_1__P2226_73323	PRJNA997801	SAMN36690144	SRR25394897	CSIC	28	Cheese_Dairy	Before_ripening	Final_product	70786016	3558	3
MASTER_WP4_CSIC_1__P2227_73323	PRJNA997801	SAMN36690443	SRR25394816	CSIC	28	Cheese_Dairy	Final_product	Final_product	69884786	8102	6
MASTER_WP4_CSIC_1__P2228_73323	PRJNA997801	SAMN36690444	SRR25394815	CSIC	28	Cheese_Dairy	Final_product	Final_product	46536016	7268	5
MASTER_WP4_CSIC_1__P2229_73323	PRJNA997801	SAMN36690445	SRR25394814	CSIC	28	Cheese_Dairy	Final_product	Final_product	70486516	5820	4
MASTER_WP4_CSIC_1__P223_73321	PRJNA997821	SAMN36691391	SRR25400372	CSIC	23	Cheese_Dairy	Non_food_contact	Processing	57841870	130140	21
MASTER_WP4_CSIC_1__P2230_73323	PRJNA997801	SAMN36690446	SRR25394813	CSIC	28	Cheese_Dairy	Final_product	Final_product	60330780	6937	3
MASTER_WP4_CSIC_1__P2231_73323	PRJNA997801	SAMN36689914	SRR25395132	CSIC	26	Cheese_Dairy	Raw_materials	Raw_material	80302148	174492	0
MASTER_WP4_CSIC_1__P2232_73323	PRJNA997801	SAMN36689915	SRR25395121	CSIC	26	Cheese_Dairy	Raw_materials	Raw_material	59072892	283555	5
MASTER_WP4_CSIC_1__P2233_73323	PRJNA997801	SAMN36690137	SRR25395235	CSIC	26	Cheese_Dairy	Before_ripening	Final_product	60955718	19098	8
MASTER_WP4_CSIC_1__P2234_73323	PRJNA997801	SAMN36690138	SRR25394904	CSIC	26	Cheese_Dairy	Before_ripening	Final_product	63243616	5019	8
MASTER_WP4_CSIC_1__P2235_73323	PRJNA997801	SAMN36690139	SRR25394903	CSIC	26	Cheese_Dairy	Before_ripening	Final_product	63386242	20587	10
MASTER_WP4_CSIC_1__P2236_73323	PRJNA997801	SAMN36690140	SRR25394902	CSIC	26	Cheese_Dairy	Before_ripening	Final_product	43808826	6243	8
MASTER_WP4_CSIC_1__P2237_73323	PRJNA997801	SAMN36690439	SRR25394977	CSIC	26	Cheese_Dairy	Final_product	Final_product	49075256	25988	12
MASTER_WP4_CSIC_1__P2238_73323	PRJNA997801	SAMN36690440	SRR25394820	CSIC	26	Cheese_Dairy	Final_product	Final_product	81921618	8008	7
MASTER_WP4_CSIC_1__P2239_73323	PRJNA997801	SAMN36690441	SRR25394819	CSIC	26	Cheese_Dairy	Final_product	Final_product	48501892	24861	12
MASTER_WP4_CSIC_1__P2240_73323	PRJNA997801	SAMN36690442	SRR25394818	CSIC	26	Cheese_Dairy	Final_product	Final_product	56483706	12062	5
MASTER_WP4_CSIC_1__P2241_73323	PRJNA997801	SAMN36689912	SRR25394833	CSIC	25	Cheese_Dairy	Raw_materials	Raw_material	65272754	141961	0
MASTER_WP4_CSIC_1__P2242_73323	PRJNA997801	SAMN36689913	SRR25394821	CSIC	25	Cheese_Dairy	Raw_materials	Raw_material	48071408	9047	2
MASTER_WP4_CSIC_1__P2243_73323	PRJNA997801	SAMN36690133	SRR25395240	CSIC	25	Cheese_Dairy	Before_ripening	Final_product	69692324	16535	7
MASTER_WP4_CSIC_1__P2244_73323	PRJNA997801	SAMN36690134	SRR25395239	CSIC	25	Cheese_Dairy	Before_ripening	Final_product	73223194	10576	6
MASTER_WP4_CSIC_1__P2245_73323	PRJNA997801	SAMN36690135	SRR25395238	CSIC	25	Cheese_Dairy	Before_ripening	Final_product	58211736	24360	7
MASTER_WP4_CSIC_1__P2246_73323	PRJNA997801	SAMN36690136	SRR25395237	CSIC	25	Cheese_Dairy	Before_ripening	Final_product	58050986	5608	6
MASTER_WP4_CSIC_1__P2247_73323	PRJNA997801	SAMN36690435	SRR25394981	CSIC	25	Cheese_Dairy	Final_product	Final_product	47538400	27191	8
MASTER_WP4_CSIC_1__P2248_73323	PRJNA997801	SAMN36690436	SRR25394980	CSIC	25	Cheese_Dairy	Final_product	Final_product	48077612	12506	7
MASTER_WP4_CSIC_1__P2249_73323	PRJNA997801	SAMN36690437	SRR25394979	CSIC	25	Cheese_Dairy	Final_product	Final_product	86898998	24610	11
MASTER_WP4_CSIC_1__P225_73321	PRJNA997821	SAMN36691106	SRR25400092	CSIC	23	Cheese_Dairy	Food_contact	Processing	14564972	60641	18
MASTER_WP4_CSIC_1__P2250_73323	PRJNA997801	SAMN36690438	SRR25394978	CSIC	25	Cheese_Dairy	Final_product	-	47806536	25987	11
MASTER_WP4_CSIC_1__P226_76492	PRJNA997821	SAMN36691107	SRR25400091	CSIC	23	Cheese_Dairy	Food_contact	Processing	15040540	17653	7
MASTER_WP4_CSIC_1__P227_76492	PRJNA997821	SAMN36691392	SRR25400347	CSIC	23	Cheese_Dairy	Non_food_contact	Ripening	13690928	22047	9
MASTER_WP4_CSIC_1__P228_73321	PRJNA997821	SAMN36691108	SRR25400090	CSIC	23	Cheese_Dairy	Food_contact	Ripening	90979924	16776	8
MASTER_WP4_CSIC_1__P229_76492	PRJNA997821	SAMN36691393	SRR25400346	CSIC	23	Cheese_Dairy	Non_food_contact	Packing	52779712	21259	5
MASTER_WP4_CSIC_1__P23_73321	PRJNA997821	SAMN36691047	SRR25399963	CSIC	12	Cheese_Dairy	Food_contact	Processing	26562580	116499	12
MASTER_WP4_CSIC_1__P230_73321	PRJNA997821	SAMN36691109	SRR25400089	CSIC	23	Cheese_Dairy	Food_contact	Packing	5105134	48049	13
MASTER_WP4_CSIC_1__P234_76492	PRJNA997821	SAMN36691406	SRR25400356	CSIC	29	Cheese_Dairy	Non_food_contact	Processing	82117880	21262	9
MASTER_WP4_CSIC_1__P237_73321	PRJNA997821	SAMN36691129	SRR25400067	CSIC	29	Cheese_Dairy	Food_contact	Processing	76182140	14825	0
MASTER_WP4_CSIC_1__P238_76492	PRJNA997821	SAMN36691407	SRR25400355	CSIC	29	Cheese_Dairy	Non_food_contact	Ripening	96962996	19600	6
MASTER_WP4_CSIC_1__P239_73321	PRJNA997821	SAMN36691130	SRR25400066	CSIC	29	Cheese_Dairy	Food_contact	Ripening	99612042	13587	5
MASTER_WP4_CSIC_1__P240_73321	PRJNA997821	SAMN36691408	SRR25400354	CSIC	29	Cheese_Dairy	Non_food_contact	Packing	29925116	83039	19
MASTER_WP4_CSIC_1__P241_76492	PRJNA997821	SAMN36691131	SRR25400065	CSIC	29	Cheese_Dairy	Food_contact	Packing	30414738	24576	6
MASTER_WP4_CSIC_1__P245_73321	PRJNA997821	SAMN36691388	SRR25399828	CSIC	22	Cheese_Dairy	Non_food_contact	Processing	62649136	149562	8
MASTER_WP4_CSIC_1__P247_73321	PRJNA997821	SAMN36691101	SRR25400098	CSIC	22	Cheese_Dairy	Food_contact	Processing	23872782	51995	2
MASTER_WP4_CSIC_1__P248_76492	PRJNA997821	SAMN36691102	SRR25400097	CSIC	22	Cheese_Dairy	Food_contact	Processing	20377778	10291	4
MASTER_WP4_CSIC_1__P249_76492	PRJNA997821	SAMN36691389	SRR25400374	CSIC	22	Cheese_Dairy	Non_food_contact	Ripening	27039840	2489	2
MASTER_WP4_CSIC_1__P25_73321	PRJNA997821	SAMN36691345	SRR25400209	CSIC	12	Cheese_Dairy	Non_food_contact	Ripening	32172074	46141	1
MASTER_WP4_CSIC_1__P250_76492	PRJNA997821	SAMN36691103	SRR25400096	CSIC	22	Cheese_Dairy	Food_contact	Ripening	16934444	16463	6
MASTER_WP4_CSIC_1__P251_76492	PRJNA997821	SAMN36691390	SRR25400373	CSIC	22	Cheese_Dairy	Non_food_contact	Packing	26119402	25348	4
MASTER_WP4_CSIC_1__P252_76492	PRJNA997821	SAMN36691104	SRR25400095	CSIC	22	Cheese_Dairy	Food_contact	Packing	51582312	34233	13
MASTER_WP4_CSIC_1__P26_73321	PRJNA997821	SAMN36691049	SRR25399944	CSIC	12	Cheese_Dairy	Food_contact	Ripening	36845260	41360	3
MASTER_WP4_CSIC_1__P262_76492	PRJNA997821	SAMN36691316	SRR25399882	CSIC	1	Cheese_Dairy	Non_food_contact	Packing	24097818	14624	1
MASTER_WP4_CSIC_1__P267_76492	PRJNA997821	SAMN36691356	SRR25400195	CSIC	16	Cheese_Dairy	Non_food_contact	Processing	50777834	38485	7
MASTER_WP4_CSIC_1__P269_76492	PRJNA997821	SAMN36691064	SRR25400166	CSIC	16	Cheese_Dairy	Food_contact	Processing	34283164	56602	24
MASTER_WP4_CSIC_1__P27_76492	PRJNA997821	SAMN36691346	SRR25400208	CSIC	12	Cheese_Dairy	Non_food_contact	Packing	26690490	17973	2
MASTER_WP4_CSIC_1__P270_76492	PRJNA997821	SAMN36691065	SRR25400299	CSIC	16	Cheese_Dairy	Food_contact	Processing	67455600	12732	6
MASTER_WP4_CSIC_1__P271_73321	PRJNA997821	SAMN36691357	SRR25400194	CSIC	16	Cheese_Dairy	Non_food_contact	Ripening	59747810	75398	8
MASTER_WP4_CSIC_1__P272_73321	PRJNA997821	SAMN36691066	SRR25400298	CSIC	16	Cheese_Dairy	Food_contact	Ripening	67565480	22288	2
MASTER_WP4_CSIC_1__P273_73321	PRJNA997821	SAMN36691358	SRR25400193	CSIC	16	Cheese_Dairy	Non_food_contact	Packing	92547924	98930	13
MASTER_WP4_CSIC_1__P274_73321	PRJNA997821	SAMN36691067	SRR25400295	CSIC	16	Cheese_Dairy	Food_contact	Packing	23877396	66051	11
MASTER_WP4_CSIC_1__P281_76492	PRJNA997821	SAMN36691027	SRR25399864	CSIC	8	Cheese_Dairy	Food_contact	Processing	60473412	22321	5
MASTER_WP4_CSIC_1__P282_73321	PRJNA997821	SAMN36691335	SRR25400198	CSIC	8	Cheese_Dairy	Non_food_contact	Ripening	58772308	76561	10
MASTER_WP4_CSIC_1__P283_73321	PRJNA997821	SAMN36691028	SRR25399875	CSIC	8	Cheese_Dairy	Food_contact	Ripening	67302148	40122	7
MASTER_WP4_CSIC_1__P284_73321	PRJNA997821	SAMN36691336	SRR25400219	CSIC	8	Cheese_Dairy	Non_food_contact	Packing	72075214	79419	16
MASTER_WP4_CSIC_1__P285_73321	PRJNA997821	SAMN36691029	SRR25400199	CSIC	8	Cheese_Dairy	Food_contact	Packing	30658274	44552	12
MASTER_WP4_CSIC_1__P289_76492	PRJNA997821	SAMN36691403	SRR25399835	CSIC	28	Cheese_Dairy	Non_food_contact	Processing	70064620	40728	24
MASTER_WP4_CSIC_1__P293_73321	PRJNA997821	SAMN36691404	SRR25399834	CSIC	28	Cheese_Dairy	Non_food_contact	Ripening	76197338	83068	11
MASTER_WP4_CSIC_1__P294_73321	PRJNA997821	SAMN36691125	SRR25400071	CSIC	28	Cheese_Dairy	Food_contact	Ripening	98329812	66694	10
MASTER_WP4_CSIC_1__P295_73321	PRJNA997821	SAMN36691405	SRR25400357	CSIC	28	Cheese_Dairy	Non_food_contact	Packing	48144004	137869	25
MASTER_WP4_CSIC_1__P296_73323	PRJNA997821	SAMN36691126	SRR25400070	CSIC	28	Cheese_Dairy	Food_contact	Packing	21911964	35749	6
MASTER_WP4_CSIC_2__P2251	PRJNA997821	SAMN36691317	SRR25399881	CSIC	2	Cheese_Dairy	Non_food_contact	Processing	65116450	39743	5
MASTER_WP4_CSIC_2__P2252	PRJNA997821	SAMN36690995	SRR25400107	CSIC	2	Cheese_Dairy	Food_contact	Processing	14433361	12971	3
MASTER_WP4_CSIC_2__P2253	PRJNA997821	SAMN36690996	SRR25400106	CSIC	2	Cheese_Dairy	Food_contact	Processing	19229816	19836	3
MASTER_WP4_CSIC_2__P2255	PRJNA997821	SAMN36691318	SRR25399880	CSIC	2	Cheese_Dairy	Non_food_contact	Ripening	30896571	14514	2
MASTER_WP4_CSIC_2__P2256	PRJNA997821	SAMN36690998	SRR25399886	CSIC	2	Cheese_Dairy	Food_contact	Ripening	10975290	26668	6
MASTER_WP4_CSIC_2__P2257	PRJNA997821	SAMN36691319	SRR25399879	CSIC	2	Cheese_Dairy	Non_food_contact	Packing	26648718	28189	7
MASTER_WP4_CSIC_2__P2258	PRJNA997821	SAMN36690999	SRR25400368	CSIC	2	Cheese_Dairy	Food_contact	Packing	81223743	32152	7
MASTER_WP4_CSIC_2__P2262	PRJNA997821	SAMN36691320	SRR25400228	CSIC	3	Cheese_Dairy	Non_food_contact	Processing	138788949	242273	43
MASTER_WP4_CSIC_2__P2263	PRJNA997821	SAMN36691000	SRR25400313	CSIC	3	Cheese_Dairy	Food_contact	Processing	26406461	93362	4
MASTER_WP4_CSIC_2__P2264	PRJNA997821	SAMN36691001	SRR25400177	CSIC	3	Cheese_Dairy	Food_contact	Processing	15347303	20593	7
MASTER_WP4_CSIC_2__P2265	PRJNA997821	SAMN36691002	SRR25400165	CSIC	3	Cheese_Dairy	Food_contact	Processing	57679559	7460	1
MASTER_WP4_CSIC_2__P2266	PRJNA997821	SAMN36691321	SRR25400227	CSIC	3	Cheese_Dairy	Non_food_contact	Ripening	50679274	106771	18
MASTER_WP4_CSIC_2__P2267	PRJNA997821	SAMN36691003	SRR25400286	CSIC	3	Cheese_Dairy	Food_contact	Ripening	110541011	28964	10
MASTER_WP4_CSIC_2__P2268	PRJNA997821	SAMN36691322	SRR25399878	CSIC	3	Cheese_Dairy	Non_food_contact	Packing	60014192	82616	27
MASTER_WP4_CSIC_2__P2269	PRJNA997821	SAMN36691004	SRR25400276	CSIC	3	Cheese_Dairy	Food_contact	Packing	80740180	67744	31
MASTER_WP4_CSIC_2__P2273	PRJNA997821	SAMN36691323	SRR25399877	CSIC	4	Cheese_Dairy	Non_food_contact	Processing	57512930	62182	16
MASTER_WP4_CSIC_2__P2275	PRJNA997821	SAMN36691006	SRR25400094	CSIC	4	Cheese_Dairy	Food_contact	Processing	28891912	7199	0
MASTER_WP4_CSIC_2__P2276	PRJNA997821	SAMN36691007	SRR25400083	CSIC	4	Cheese_Dairy	Food_contact	Processing	55049060	9978	1
MASTER_WP4_CSIC_2__P2277	PRJNA997821	SAMN36691324	SRR25399876	CSIC	4	Cheese_Dairy	Non_food_contact	Ripening	78253349	52065	23
MASTER_WP4_CSIC_2__P2278	PRJNA997821	SAMN36691008	SRR25400072	CSIC	4	Cheese_Dairy	Food_contact	Ripening	106559839	6223	4
MASTER_WP4_CSIC_2__P2279	PRJNA997821	SAMN36691325	SRR25399874	CSIC	4	Cheese_Dairy	Non_food_contact	Packing	46584779	28981	5
MASTER_WP4_CSIC_2__P2280	PRJNA997821	SAMN36691009	SRR25400061	CSIC	4	Cheese_Dairy	Food_contact	Packing	18752937	7499	1
MASTER_WP4_CSIC_2__P2284	PRJNA997821	SAMN36691326	SRR25399873	CSIC	5	Cheese_Dairy	Non_food_contact	Processing	80953822	37476	11
MASTER_WP4_CSIC_2__P2285	PRJNA997821	SAMN36691010	SRR25399942	CSIC	5	Cheese_Dairy	Food_contact	Processing	24646225	26063	5
MASTER_WP4_CSIC_2__P2286	PRJNA997821	SAMN36691011	SRR25399920	CSIC	5	Cheese_Dairy	Food_contact	Processing	157034434	16275	4
MASTER_WP4_CSIC_2__P2287	PRJNA997821	SAMN36691012	SRR25399931	CSIC	5	Cheese_Dairy	Food_contact	Processing	89526495	42578	9
MASTER_WP4_CSIC_2__P2288	PRJNA997821	SAMN36691327	SRR25399872	CSIC	5	Cheese_Dairy	Non_food_contact	Ripening	105266639	118166	28
MASTER_WP4_CSIC_2__P2289	PRJNA997821	SAMN36691013	SRR25400048	CSIC	5	Cheese_Dairy	Food_contact	Ripening	24128395	20177	3
MASTER_WP4_CSIC_2__P2290	PRJNA997821	SAMN36691328	SRR25399871	CSIC	5	Cheese_Dairy	Non_food_contact	Packing	18881513	14051	6
MASTER_WP4_CSIC_2__P2291	PRJNA997821	SAMN36691014	SRR25400037	CSIC	5	Cheese_Dairy	Food_contact	Packing	61213635	87538	15
MASTER_WP4_CSIC_2__P2295	PRJNA997821	SAMN36691329	SRR25399870	CSIC	6	Cheese_Dairy	Non_food_contact	Processing	39178101	24028	6
MASTER_WP4_CSIC_2__P2296	PRJNA997821	SAMN36691015	SRR25399915	CSIC	6	Cheese_Dairy	Food_contact	Processing	46541072	36007	18
MASTER_WP4_CSIC_2__P2297	PRJNA997821	SAMN36691016	SRR25399904	CSIC	6	Cheese_Dairy	Food_contact	Processing	37177655	19578	5
MASTER_WP4_CSIC_2__P2298	PRJNA997821	SAMN36691017	SRR25399891	CSIC	6	Cheese_Dairy	Food_contact	Processing	17703204	14724	4
MASTER_WP4_CSIC_2__P2299	PRJNA997821	SAMN36691330	SRR25399869	CSIC	6	Cheese_Dairy	Non_food_contact	Ripening	64108935	81237	17
MASTER_WP4_CSIC_2__P2300	PRJNA997821	SAMN36691018	SRR25400015	CSIC	6	Cheese_Dairy	Food_contact	Ripening	40056175	17741	3
MASTER_WP4_CSIC_2__P2301	PRJNA997821	SAMN36691331	SRR25399868	CSIC	6	Cheese_Dairy	Non_food_contact	Packing	61009937	97256	14
MASTER_WP4_CSIC_2__P2302	PRJNA997821	SAMN36691019	SRR25400005	CSIC	6	Cheese_Dairy	Food_contact	Packing	36894241	19270	3
MASTER_WP4_CSIC_2__P2306	PRJNA997821	SAMN36691332	SRR25400204	CSIC	7	Cheese_Dairy	Non_food_contact	Processing	45704098	6786	1
MASTER_WP4_CSIC_2__P2307	PRJNA997821	SAMN36691020	SRR25400267	CSIC	7	Cheese_Dairy	Food_contact	Processing	11598161	3217	3
MASTER_WP4_CSIC_2__P2308	PRJNA997821	SAMN36691021	SRR25400255	CSIC	7	Cheese_Dairy	Food_contact	Processing	25916041	3452	1
MASTER_WP4_CSIC_2__P2310	PRJNA997821	SAMN36691333	SRR25400201	CSIC	7	Cheese_Dairy	Non_food_contact	Ripening	17646242	23139	5
MASTER_WP4_CSIC_2__P2311	PRJNA997821	SAMN36691023	SRR25400234	CSIC	7	Cheese_Dairy	Food_contact	Ripening	21732130	4078	2
MASTER_WP4_CSIC_2__P2312	PRJNA997821	SAMN36691024	SRR25400244	CSIC	7	Cheese_Dairy	Food_contact	Packing	9602492	5281	5
MASTER_WP4_CSIC_2__P2316	PRJNA997821	SAMN36691337	SRR25400218	CSIC	9	Cheese_Dairy	Non_food_contact	Processing	109679439	220672	24
MASTER_WP4_CSIC_2__P2317	PRJNA997821	SAMN36691030	SRR25400210	CSIC	9	Cheese_Dairy	Food_contact	Processing	2942992	2117	2
MASTER_WP4_CSIC_2__P2318	PRJNA997821	SAMN36691031	SRR25400197	CSIC	9	Cheese_Dairy	Food_contact	Processing	98057832	94994	20
MASTER_WP4_CSIC_2__P2319	PRJNA997821	SAMN36691032	SRR25399857	CSIC	9	Cheese_Dairy	Food_contact	Processing	1787808	1368	1
MASTER_WP4_CSIC_2__P2320	PRJNA997821	SAMN36691033	SRR25399846	CSIC	9	Cheese_Dairy	Food_contact	Packing	37411980	61201	8
MASTER_WP4_CSIC_2__P2324	PRJNA997821	SAMN36691341	SRR25400214	CSIC	11	Cheese_Dairy	Non_food_contact	Processing	350178716	28258	9
MASTER_WP4_CSIC_2__P2325	PRJNA997821	SAMN36691040	SRR25399984	CSIC	11	Cheese_Dairy	Food_contact	Processing	18067338	20395	4
MASTER_WP4_CSIC_2__P2326	PRJNA997821	SAMN36691041	SRR25399973	CSIC	11	Cheese_Dairy	Food_contact	Processing	69482539	113897	38
MASTER_WP4_CSIC_2__P2327	PRJNA997821	SAMN36691042	SRR25400132	CSIC	11	Cheese_Dairy	Food_contact	Processing	26174067	33154	5
MASTER_WP4_CSIC_2__P2328	PRJNA997821	SAMN36691043	SRR25400122	CSIC	11	Cheese_Dairy	Food_contact	Processing	98197629	62137	2
MASTER_WP4_CSIC_2__P2329	PRJNA997821	SAMN36691342	SRR25400213	CSIC	11	Cheese_Dairy	Non_food_contact	Ripening	365071031	89531	13
MASTER_WP4_CSIC_2__P2330	PRJNA997821	SAMN36691044	SRR25400324	CSIC	11	Cheese_Dairy	Food_contact	Ripening	48061190	3601	2
MASTER_WP4_CSIC_2__P2331	PRJNA997821	SAMN36691343	SRR25400212	CSIC	11	Cheese_Dairy	Non_food_contact	Packing	39344746	42979	7
MASTER_WP4_CSIC_2__P2332	PRJNA997821	SAMN36691045	SRR25400312	CSIC	11	Cheese_Dairy	Food_contact	Packing	82705510	41424	14
MASTER_WP4_CSIC_2__P2336	PRJNA997821	SAMN36691347	SRR25400207	CSIC	14	Cheese_Dairy	Non_food_contact	Processing	32508015	58685	12
MASTER_WP4_CSIC_2__P2337	PRJNA997821	SAMN36691051	SRR25400181	CSIC	14	Cheese_Dairy	Food_contact	Processing	2436850	1346	1
MASTER_WP4_CSIC_2__P2338	PRJNA997821	SAMN36691052	SRR25400180	CSIC	14	Cheese_Dairy	Food_contact	Processing	55088261	18445	7
MASTER_WP4_CSIC_2__P2340	PRJNA997821	SAMN36691348	SRR25400206	CSIC	14	Cheese_Dairy	Non_food_contact	Ripening	47538231	91881	8
MASTER_WP4_CSIC_2__P2341	PRJNA997821	SAMN36691054	SRR25400178	CSIC	14	Cheese_Dairy	Food_contact	Ripening	149221708	304432	18
MASTER_WP4_CSIC_2__P2343	PRJNA997821	SAMN36691349	SRR25400205	CSIC	14	Cheese_Dairy	Non_food_contact	Packing	171939003	198261	10
MASTER_WP4_CSIC_2__P2344	PRJNA997821	SAMN36691055	SRR25400176	CSIC	14	Cheese_Dairy	Food_contact	Ripening	165769515	160901	25
MASTER_WP4_CSIC_2__P2348	PRJNA997821	SAMN36691350	SRR25400203	CSIC	14	Cheese_Dairy	Non_food_contact	Drying	70184584	109870	16
MASTER_WP4_CSIC_2__P2349	PRJNA997821	SAMN36691056	SRR25400175	CSIC	14	Cheese_Dairy	Food_contact	Drying	71462815	56470	9
MASTER_WP4_CSIC_2__P2350	PRJNA997821	SAMN36691351	SRR25400202	CSIC	15	Cheese_Dairy	Non_food_contact	Processing	102380427	163848	31
MASTER_WP4_CSIC_2__P2351	PRJNA997821	SAMN36691057	SRR25400174	CSIC	15	Cheese_Dairy	Food_contact	Processing	100321315	70283	35
MASTER_WP4_CSIC_2__P2352	PRJNA997821	SAMN36691058	SRR25400172	CSIC	15	Cheese_Dairy	Food_contact	Processing	61236649	97088	11
MASTER_WP4_CSIC_2__P2353	PRJNA997821	SAMN36691059	SRR25400171	CSIC	15	Cheese_Dairy	Food_contact	Processing	57832974	52023	12
MASTER_WP4_CSIC_2__P2354	PRJNA997821	SAMN36691352	SRR25399850	CSIC	15	Cheese_Dairy	Non_food_contact	Ripening	44229074	106840	12
MASTER_WP4_CSIC_2__P2355	PRJNA997821	SAMN36691353	SRR25399849	CSIC	15	Cheese_Dairy	Non_food_contact	Ripening	2862562	5980	0
MASTER_WP4_CSIC_2__P2356	PRJNA997821	SAMN36691060	SRR25400170	CSIC	15	Cheese_Dairy	Food_contact	Ripening	71921073	73975	12
MASTER_WP4_CSIC_2__P2358	PRJNA997821	SAMN36691354	SRR25399847	CSIC	15	Cheese_Dairy	Non_food_contact	Packing	61662529	72784	4
MASTER_WP4_CSIC_2__P2359	PRJNA997821	SAMN36691061	SRR25400169	CSIC	15	Cheese_Dairy	Food_contact	Packing	51090735	40536	11
MASTER_WP4_CSIC_2__P2363	PRJNA997821	SAMN36691355	SRR25400196	CSIC	15	Cheese_Dairy	Non_food_contact	Drying	13877750	20054	4
MASTER_WP4_CSIC_2__P2364	PRJNA997821	SAMN36691062	SRR25400168	CSIC	15	Cheese_Dairy	Food_contact	Drying	39975112	28957	4
MASTER_WP4_CSIC_2__P2365	PRJNA997821	SAMN36691359	SRR25399863	CSIC	17	Cheese_Dairy	Non_food_contact	Processing	47793524	84334	18
MASTER_WP4_CSIC_2__P2366	PRJNA997821	SAMN36691068	SRR25400272	CSIC	17	Cheese_Dairy	Food_contact	Processing	6591073	15143	6
MASTER_WP4_CSIC_2__P2367	PRJNA997821	SAMN36691069	SRR25400292	CSIC	17	Cheese_Dairy	Food_contact	Processing	27070876	37203	9
MASTER_WP4_CSIC_2__P2368	PRJNA997821	SAMN36691070	SRR25400291	CSIC	17	Cheese_Dairy	Food_contact	Processing	4323007	6226	3
MASTER_WP4_CSIC_2__P2369	PRJNA997821	SAMN36691360	SRR25399862	CSIC	17	Cheese_Dairy	Non_food_contact	Ripening	40553734	82260	23
MASTER_WP4_CSIC_2__P2370	PRJNA997821	SAMN36691361	SRR25399861	CSIC	17	Cheese_Dairy	Non_food_contact	Ripening	75477892	137715	26
MASTER_WP4_CSIC_2__P2371	PRJNA997821	SAMN36691071	SRR25400290	CSIC	17	Cheese_Dairy	Food_contact	Ripening	79848275	105592	14
