Sample Reads Reads_HQ SSU.rRNA.alignment.rate LSU.rRNA.alignment.rate Bacterial_Markers.alignment.rate total.enrichmnet.score
DC18-F-AC_R1 71878016 71878016 0.275404095739092 0.548884098303437 0.830913307345601 0.240698771785374
DC18-F-AR_R1 64277761 64277761 0.39807858273097 0.775635293208175 0.871357357951532 0.170332280481596
DC18-F-BC_R1 69807371 69807371 0.401086584395221 0.828309377243271 0.873883361113828 0.159500461957656
DC18-F-BR_R1 65097595 65097595 0.435271072610286 0.881914301135088 0.930232522414998 0.149805630937289
KM-1D_R1 53326764 53326764 0.143937104452841 0.261279683124969 0.593701879228974 0.50564868547766
KM-1G_R1 55975911 55975911 0.109250566730392 0.199746637441953 0.584287051621187 0.661416532493838
KM-2D_R1 45427311 45427311 0.132605251497277 0.248885521751442 0.507943338314698 0.530829304109148
KM-2G_R1 53134136 53134136 0.145207969505705 0.27098963272876 0.590324833737769 0.487530563379145
KM-3_R1 49175655 49175655 0.178856794078289 0.320129950480578 0.468174750290566 0.412694057884394
KM-4D_R1 54833639 54833639 0.221482655929511 0.408103500116051 0.653857753267114 0.323730936580036
KM-4G_R1 50463551 50463551 0.211661680328441 0.385858696309342 0.661015710131061 0.342394066993486
KM-5D_R1 59091911 59091911 0.24087730044811 0.448858389433369 0.604698670178394 0.29433721508679
KM-5G_R1 54375215 54375215 0.276020977572227 0.494449539188029 0.649577201671754 0.267197596201863
P1-2_R1 164060 164060 0.399853712056565 0.734487382664879 0.741192246738998 0.179874741802665
P1-3_R1 1912 1912 0.418410041841004 0.575313807531381 0.732217573221757 0.182194471189846
P1_1_R1 18374260 18374260 0.453324378777703 0.916766171807735 0.796042942681773 0.144110605710556
P2-2_R1 183625 183625 0.417699115044248 0.775493533015657 0.752620830496937 0.170363417216908
P2-3_R1 6232 6232 0.320924261874198 0.593709884467266 0.417201540436457 0.222525734825364
P2_1_R1 35209119 35209119 0.428425942722395 0.869592902906773 0.78908535030371 0.151928250417568
RC17-01_R1 56793080 56793080 0.05494683507216 0.055911741360039 0.015690291845415 1.38737738422294
RC17-02_R1 70625746 70625746 0.418360182701645 0.746717776262498 0.791811813216104 0.176928596738959
RC17-032_R1 48280018 48280018 0.269277032995307 0.47253917759517 0.824626867371922 0.279586824920039
RC17-04-AC_R1 45511951 45511951 0.342762717423386 0.718918861553529 0.88600025079127 0.183770012694712
RC17-04-AR_R1 46309878 46309878 0.359456788031271 0.683882173043082 0.90785814637646 0.193184927933247
RC17-04-BC_R1 48322278 48322278 0.336668730724988 0.752559719970155 0.86164812014864 0.175555141749281
RC17-04-BR_R1 44576179 44576179 0.34470653036457 0.65559679307641 0.883234069927797 0.201519790379392
RC17-05_R1 61317292 61317292 0.352636251450896 0.67680908021835 0.667469137417223 0.195203835432493
RC17-06_R1 52594473 52594473 0.120605828677093 0.240831389260236 0.743960301684171 0.548581846909495
RC17-07_R1 932831 932831 0.384421186688693 0.734002193323335 0.775381607172146 0.179993642411313
RC17-08_R1 54037672 54037672 0.237236348745742 0.428306756071949 0.630117818547031 0.308460528444166
RC17-09_R1 45932338 45932338 0.306953676078932 0.50902917243185 0.639841150694311 0.248350165691257
RC17-10_R1 58191389 58191389 0.331691687235718 0.570134182567802 0.594979783005351 0.229827877053694
RC17-11_R1 50300021 50300021 0.187451213986571 0.339777194128806 0.605618037415929 0.388830476550691
RC17-12_R1 53351790 53351790 0.244376055611255 0.451133879481832 0.674545315161872 0.292852597250969
RC17-14_R1 650187 650187 0.397424125674614 0.717332090613931 0.720408128738348 0.184176520251713
RC17-15_R1 255879292 255879292 0.449060958008278 0.933506959992683 1.03725314356427 0.141526238128097
RC17-F-AC_R1 52892150 52892150 0.317701208969573 0.65022692403315 0.961174767900341 0.203184032267825
RC17-F-AR_R1 59812154 59812154 0.257889057130429 0.451983387857926 0.63635895808066 0.292302177166937
RC17-F-BC_R1 59976582 59976582 0.342053503482409 0.682571407620394 0.946576115324478 0.193555907615215
RC17-F-BR_R1 63369797 63369797 0.214359215952672 0.367978139491278 0.600603154843624 0.355627333189043
VB-03-AG_R1 46557557 46557557 0.248131576147778 0.455236515094639 0.750887766727107 0.290213381250172
VB-03-BD_R1 53125979 53125979 0.28139904960622 0.522044026708665 0.73197145223432 0.253073920119556
VB-03-M5_R1 57424277 57424277 0.109629590982922 0.192383789176832 0.571585777214052 0.686730045600278
VB-03-M6_R1 57780919 57780919 0.129812750122579 0.228089137869199 0.605288053656606 0.579228496141381
VB-04-AD_R1 55894601 55894601 0.229417506710532 0.417585948954175 0.744207835028646 0.316379726485141
VB-04-BG_R1 53494560 53494560 0.255450273822235 0.483305218325004 0.740578107381386 0.273358787169803
VB-05-AD_R1 63085992 63085992 0.132230622607948 0.239943916551237 0.625864772008341 0.550610868627496
VB-05-BD_R1 71209656 71209656 0.17129278085545 0.302908358383307 0.590498569463669 0.436157420743662
VB-05-BG_R1 87565005 87565005 0.114392730292198 0.2093267738636 0.601018637525345 0.631145867657848
VB-06-AD_R1 58140978 58140978 0.168631494296501 0.301114645852706 0.670578675164357 0.438755570789426
VB-06-BG_R1 62883436 62883436 0.15144687704406 0.270885325032175 0.631795947028085 0.487718292965732
VB-06-M1_R1 39962191 39962191 0.135993544498098 0.235752839477695 0.747333898684384 0.560399308898502
VB-06-M2_R1 47486410 47486410 0.157779878495763 0.285591182824728 0.68670804973465 0.462604366869553
VB-08-AG_R1 62326003 62326003 0.131564669725411 0.239195508815157 0.651394250325984 0.55233364944262
VB-08-BD_R1 70054584 70054584 0.148926728335151 0.272350486015305 0.62715524797064 0.485094520105742
VB-08-M3_R1 53445304 53445304 0.125451620595142 0.230583401677348 0.630549318233834 0.572962873099718
VB-08-M4_R1 61093433 61093433 0.141044619312848 0.252694917308052 0.635619870960599 0.522827011012264
VB-09-AG_R1 65536379 65536379 0.218490862914474 0.391370417337217 0.6143412348125 0.337572086344802
VB-09-BD_R1 55191757 55191757 0.319489738295521 0.572060063244589 0.673580658068197 0.230947302220034
VB-09-M7_R1 69153462 69153462 0.146568222426811 0.267162329486845 0.579311560714054 0.494514808910084
VB-09-M8_R1 60271278 60271278 0.160124363050672 0.287456987389582 0.598124035133285 0.459601728640909
VB-12D_R1 47064862 47064862 0.13115517049641 0.231263824804161 0.647140960489802 0.571277104951622
VB-14-AD_R1 46835844 46835844 0.254734386765828 0.466072523428851 0.578597451985706 0.283466030870469
VB-14-BG_R1 62110059 62110059 0.250928758576771 0.464779787119507 0.725083838674183 0.28425446195273
VB-14-M17_R1 64672550 64672550 0.177285417074168 0.298922804188176 0.769202698826627 0.429995865265393
VB-14-M18_R1 55389971 55389971 0.18018785386257 0.296876847976685 0.680249498596054 0.423069561458262
VB-14D_R1 60769187 60769187 0.131145410913593 0.232499407964763 0.637852864478835 0.568241138636288
VB-15-AG_R1 59075933 59075933 0.196083234098055 0.357756516515787 0.606047135980061 0.369289508967841
VB-15-BD_R1 62840345 62840345 0.241556598710589 0.417448376516711 0.371899613218228 0.31558647836848
VB-15-M10_R1 56702755 56702755 0.161119155497824 0.286989582781295 0.563297144909449 0.460350257433702
VB-15-M11_R1 199689225 199689225 0.235855489949445 0.429776819455331 0.688584974977994 0.30740543075728
VB-15-M12_R1 50445500 50445500 0.349176834405447 0.618003588030647 0.429495197787711 0.213778254484193
