Sample Reads Reads_HQ SSU.rRNA.alignment.rate LSU.rRNA.alignment.rate Bacterial_Markers.alignment.rate total.enrichmnet.score
VB12-F-AR_R1 61061966 61061966 0.105137459871502 0.19456956233607 0.612779156177186 0.679015395460278
VB12-F-BR_R1 45600718 45600718 0.134269815663867 0.245272453824082 0.624935335448008 0.538648862741504
VB13-01_R1 31134353 31134353 0.297019180067753 0.557458187745221 0.815125337597348 0.236996659513667
VB13-05_R1 14715319 14715319 0.182476506285729 0.317940779945036 0.59992583239276 0.415535648924934
VB13-06_R1 23643676 23643676 0.157906917689111 0.286381017909398 0.548742928130127 0.461328510103827
VB13-09_R1 69339604 69339604 0.161195036533523 0.280763068678615 0.570493595550387 0.470559496788342
VB13-10_R1 76019054 76019054 0.119147759981333 0.216495722243531 0.587379053677779 0.610246368588964
VB13-11_R1 88976 88976 0.209045135766948 0.345036863873404 0.685578133429239 0.364667640000623
VB13-12_R1 44300853 44300853 0.45979475835375 0.972662986872962 0.719913903237935 0.135828884307505
VB13-13_R1 5328869 5328869 0.246900421083723 0.469893330085615 0.642293890129406 0.281161105840954
VB13-14_R1 35523 35523 0.309658531092532 0.501083804858824 0.684063845958956 0.246180836823008
VB13-15_R1 4463 4463 0.224064530584808 0.470535514228098 0.694600044812906 0.280777378793379
VB13-20_R1 14322357 14322357 0.029387621045894 0.047994893577922 0.048769905679631 2.59401726307463
VB13-21_R1 151 151 0.662251655629139 0.662251655629139 0.662251655629139 0.115110314433752
VB13-23_R1 19490837 19490837 0.66638492744052 1.37435862810817 1.1205880999364 0.096129005640995
VB13-24_R1 60893190 60893190 0.684424645842992 1.41781535833482 1.14316559864904 0.09318260486988
VB13-25_R1 34772963 34772963 0.615969941934485 1.29098863389927 1.16925325000346 0.102336864047455
VB13-26_R1 29034163 29034163 0.617668916441642 1.27683377681664 1.11995995889394 0.103471360730718
VB13-27_R1 1228525 1228525 0.494332634663519 0.984513949655074 1.08764575405466 0.134193861204757
VB13-28_R1 7475452 7475452 0.488893514398862 1.00302964957838 1.08250310482898 0.131716672951487
VB13-29_R1 86483398 86483398 0.115674224548855 0.215266749810177 0.582139476064527 0.61373030637876
VB13-30_R1 44239001 44239001 0.113153549737708 0.209448671772674 0.582137919434483 0.630778544432845
VB14-01_R1 17531380 17531380 0.133241079709641 0.303381707543844 0.503919257924932 0.43547690921697
VB14-05_R1 81173190 81173190 0.228856350230908 0.391836270078828 0.684277653742572 0.33309976427059
VB14-06_R1 128724343 128724343 0.128786829387818 0.224354611776888 0.633946913988134 0.588870125146096
VB14-09_R1 24581822 24581822 0.120361297872875 0.23456764108047 0.586530973985574 0.563230834848345
VB14-10_R1 70437069 70437069 0.10938558502484 0.201121372611345 0.586746447385538 0.656895518356798
VB14-11_R1 52240578 52240578 0.131901297110457 0.243004585439311 0.591716270826866 0.543675865520468
VB14-12_R1 30793313 30793313 0.109091866795885 0.215202566868982 0.666290762543153 0.61391334795088
VB14-13_R1 2487754 2487754 0.35124051654625 0.747300577147097 0.835773955141867 0.176790614585802
VB14-14_R1 48614 48614 0.378491792487761 0.578022791788374 0.785781873534373 0.201409905912842
VB14-15_R1 46049 46049 0.310538773914743 0.471237160416079 0.762231535972551 0.245483020856752
VB14-20_R1 65129842 65129842 0.00288347083661 0.001696610902265 0.001943809413817 26.4375818703869
VB14-21_R1 54971399 54971399 0.658948119548495 1.42637082967454 1.32588948664013 0.092623689131602
VB14-22_R1 52000691 52000691 0.496506863726099 0.988244560057865 1.02036721012034 0.133687281118374
VB14-23_R1 22386 22386 0.804073974805682 1.36245867953185 1.23738050567319 0.094807192748858
VB14-24_R1 17954848 17954848 0.707068085455249 1.4300260297386 1.1442090737833 0.092386939514877
VB14-25_R1 85311491 85311491 0.698010306724096 1.43407879250405 1.17730212920555 0.092125850409846
VB14-26_R1 13503083 13503083 0.678541337559726 1.39448894745 1.18718073494772 0.094741323375671
VB14-27_R1 12804235 12804235 0.601980516602515 1.23893383712498 1.11463121381324 0.106636629297931
VB14-28_R1 10162144 10162144 0.615873973051356 1.23278119263022 1.13207409774945 0.107168838317758
VB14-F-AR_R1 50477846 50477846 0.150574967085561 0.272111452616263 0.663384091310077 0.485520646205481
VB14-F-BR_R1 60494739 60494739 0.133601700471838 0.243168253027755 0.636380958681382 0.543309937334132
VB15-1_R1 12037252 12037252 0.160667899949258 0.292940614685146 0.676732529982757 0.450998331030877
VB15-10_R1 20472690 20472690 0.144631702038179 0.27715947440224 0.593283051714259 0.476677654982204
VB15-11_R1 42672 42672 0.157011623547057 0.295275590551181 0.665541807274091 0.447431933223955
VB15-12_R1 21221 21221 0.150794024786768 0.372272748692333 0.400546628339852 0.354889603867695
VB15-13_R1 10941 10941 0.127959053103007 0.18279864729001 0.347317429851019 0.595753051191902
VB15-20_R1 15108843 15108843 0.023185097627926 0.035919361925993 0.041148087911166 3.28797391915764
VB15-21_R1 84608439 84608439 0.244327873724275 0.531807471356374 0.547601404157805 0.248427740169199
VB15-22_R1 4158129 4158129 0.439356258548015 0.911515732195899 0.811326440329292 0.144940700031457
VB15-23_R1 25293154 25293154 0.71718220669514 1.50404334706538 1.16952595156776 0.087840372800384
VB15-24_R1 49108240 49108240 0.720779241935773 1.51484150114115 1.1709358755272 0.087214225524344
VB15-25_R1 32107355 32107355 0.677414878927274 1.41615527034226 1.16319765362173 0.093291838176918
VB15-26_R1 17761988 17761988 0.742343706121184 1.57493631906519 1.16088919776322 0.083886393827389
VB15-27_R1 27327483 27327483 0.536364801690664 1.14466817159853 1.21559676754716 0.115418364546347
VB15-28_R1 33275869 33275869 0.626285672659668 1.32810055238527 1.17500462572443 0.099477203045266
VB15-29_R1 7210303 7210303 0.170187022653556 0.322510718342905 0.605453057936678 0.409647558360184
VB15-29_R1 81190721 81190721 0.158050080624361 0.288314966435635 0.628528720665013 0.458234027693648
VB15-30_R1 24082413 24082413 0.181032523609657 0.344217998420673 0.623413442830666 0.38381412047112
VB15-5_R1 12009644 12009644 0.288276654994936 0.521755682349951 0.620901002560942 0.25321377952056
VB15-6_R1 34096907 34096907 0.164035406495962 0.307042512683042 0.580829809577743 0.430284807011537
VB15-9_R1 41965927 41965927 0.189980314267811 0.367378992962553 0.60753572773455 0.359616991839342
VB16-1_R1 34725949 34725949 0.16851663290757 0.325399314501095 0.482955843769741 0.406011083694877
VB16-10_R1 49732978 49732978 0.114965968858732 0.216546453341282 0.611035196806433 0.610103404030094
VB16-11_R1 59244795 59244795 0.237723837174219 0.466596263857441 0.900869013050007 0.283147848681714
VB16-13_R1 56837685 56837685 0.395823651156799 0.653620920697245 0.702876973261666 0.192590806766989
VB16-20_R1 29149331 29149331 0.007416979827084 0.009646876629862 0.010027674391567 10.2780374345054
VB16-21_R1 14325152 14325152 0.428121111734102 1.03562600941337 0.732173731908743 0.127570886703586
VB16-22_R1 15185603 15185603 0.36124347515209 0.693485797040789 0.87494056047692 0.190509638233282
VB16-23_R1 568 568 0.528169014084507 1.40845070422535 0.880281690140845 0.093802167103054
VB16-24_R1 46089591 46089591 0.735348248154339 1.55839308706384 1.14019020042942 0.08477689577222
VB16-25_R1 37450803 37450803 0.701282693457868 1.48364776050329 1.20132270595106 0.089047907347862
VB16-26_R1 44335740 44335740 0.712551544194368 1.51344490923124 1.2036474410938 0.087294705944248
VB16-27_R1 41770341 41770341 0.556612645321713 1.12148713365783 1.08618217888142 0.117804051735532
VB16-28_R1 17119900 17119900 0.59870676814701 1.20546264873042 1.0707831237332 0.109597529590238
VB16-29_R1 11815862 11815862 0.186393510689275 0.339577425667294 0.597188762021764 0.389059219865818
VB16-30_R1 40166571 40166571 0.166394587180469 0.309760073868392 0.600135869203273 0.426509868312765
VB16-46_R1 5333364 5333364 0.25511103311156 0.492522167997534 0.676927357667693 0.268243211978271
VB16-47_R1 52396065 52396065 0.388769652835571 0.787715642386504 0.803413386100655 0.167720077151058
VB16-9_R1 29629543 29629543 0.375415847622084 0.70494843609299 0.768452621763353 0.187411903551954
P2_200_75211_R1 82707660 82707660 0.485303295970409 1.01011079264 0.880982486990927 0.509484006829974
P21_73321_R1 40196242 40196242 0.145259847923097 0.264793410289449 0.648647701941888 1.08054427496373
P2100_73322_R1 39231848 39231848 0.523360510572941 0.866698912577353 0.362432582834232 0.472435850171652
P2101_R1 964461 964461 0.098396928439823 0.171909491415412 0.470936616410617 1.48829489230154
P2102_73322_R1 35776298 35776298 0.386104789265787 0.695485597755251 0.671592684072567 0.64038125046046
P2103_73322_R1 22483694 22483694 0.302428061865635 0.615997531366509 0.550848094623597 0.817563906713952
P2104_73322_R1 34148857 34148857 0.116071234829324 0.195098770070108 0.512989351298054 1.36629066281429
P2105_73322_R1 43623920 43623920 0.168726240099468 0.310066128857746 0.597587286974669 1.17287060163212
P2107_73322_R1 20929441 20929441 0.355714230494737 0.585247355626937 0.372403639447418 0.695092426903779
P2108_73322_R1 31548278 31548278 0.576357923560836 0.950958400962487 0.350329739074824 0.428994306578139
P2109_R1 15408238 15408238 0.257355837831685 0.545656161333957 0.613029212035795 0.960748626656395
P2112_73322_R1 46866764 46866764 0.806577983493804 1.37248861474626 0.258415537287789 0.306547256209227
P2113_73322_R1 27202702 27202702 1.01739893338537 1.72870327366745 0.130409839434333 0.243025876718845
P2114_73322_R1 21094071 21094071 0.450045892042366 0.758549641745304 0.151772505174558 0.549397899482485
P2115_R1 90831 90831 0.074864308440951 0.194867391088945 0.401845185013927 1.74418553945694
P2116_73322_R1 35434165 35434165 0.177543339881157 0.315856180045445 0.413439966766537 1.39264175115948
P2117_R1 12676162 12676162 0.223940022224393 0.599597890907358 0.197307355333578 0.884371249369448
P2118_73322_R1 41876490 41876490 0.215650834155394 0.360156737109533 0.543352606677398 1.14654909046459
P2119_73322_R1 18843726 18843726 0.137403823426428 0.232581390750428 0.634131487583719 1.10527954300512
P212_76492_R1 11212115 11212115 0.279866911818154 0.474442154758491 0.301816383438807 0.88347088318698
P2121_73322_R1 53093393 53093393 0.171669194319527 0.316909488154204 0.579040032344514 1.2104388671778
P2122_73322_R1 20728415 20728415 0.446913090074663 0.76772874336991 0.498113338622369 0.553249106481732
P2123_R1 34331402 34331402 0.121407800357236 0.236229793353618 0.478145343438057 1.4658567116057
P2126_73322_R1 22555749 22555749 0.259397282706063 0.464732960098111 0.738219777139744 0.949436174031153
P2127_73322_R1 28900807 28900807 0.640400802648867 1.0004461121103 0.273691319415406 0.38609300103324
P213_R1 709940 709940 0.117615573147027 0.317350762036228 0.250021128546074 1.67091811123646
P2131_73322_R1 20725388 20725388 0.208888731057773 0.403094986689755 0.447364362973566 1.18366494212851
P2132_73322_R1 20916916 20916916 0.217264342410707 0.399533086043851 0.424986169089172 1.13803427205463
P2133_73322_R1 19742908 19742908 0.217921291027644 0.400908518643758 0.428118289362438 1.13460353778572
P2134_73322_R1 20900634 20900634 0.25325069086421 0.453115441378477 0.645655055248563 0.976322184611025
P2135_73322_R1 60860767 60860767 0.34965546852211 0.696856153653141 0.934656311511815 0.707136853325553
P2136_73322_R1 24508018 24508018 0.228361999734128 0.403953514315193 0.644172858041805 1.08272947358433
P2137_73322_R1 54609161 54609161 0.297499534922355 0.549208218013091 0.629231421445937 0.831108081642307
P2138_73322_R1 97242458 97242458 0.397594844836193 0.727455902029955 0.877575513362692 0.62187493366687
P2139_73322_R1 56009113 56009113 0.395237467874201 0.694292373457155 0.773706235983419 0.625584080094083
P214_R1 9730612 9730612 0.071115773601907 0.16213779770481 0.47704090965707 1.46925042824008
P2140_R1 36459902 36459902 0.586751439979186 1.25037637237752 1.1967997061539 0.421395246627035
P2141_73322_R1 63845639 63845639 0.102710225830773 0.128660314606609 0.059578070790395 2.40729942670146
P2142_73322_R1 34704348 34704348 0.189071409726528 0.342568026346439 0.288511399205656 1.30772954047587
P2143_73322_R1 28328812 28328812 0.322505581949571 0.643299125992294 0.622895870112732 0.766666630276988
P2144_73322_R1 37809018 37809018 0.332182655471242 0.666692797998615 0.642992103100906 0.744332263248471
P2145_73322_R1 24270396 24270396 0.298000906124482 0.581803444822244 0.561243417701137 0.829709785028349
P2146_73322_R1 21141691 21141691 0.323119848833284 0.649300001594007 0.613054083516782 0.765209158928425
P2147_73322_R1 51046335 51046335 0.389773330445761 0.711340001196952 0.551696806440658 0.634353991013256
P2148_R1 10525037 10525037 0.233034810233921 0.546563399254558 0.551599011005852 0.970184129826918
P2149_73322_R1 45943534 45943534 0.409570147564182 0.761143015249981 0.597180878597628 0.60369211288782
P215_R1 21274189 21274189 0.08062822042241 0.401439509633011 0.049839737721612 1.32091416807924
P2150_R1 13801216 13801216 0.194837904138302 0.420760025783235 0.482138675316726 1.26026025146744
P2151_73322_R1 49557650 49557650 0.059351078995877 0.059213865064223 0.002457743658144 4.16596078692984
P2152_73322_R1 46825397 46825397 0.215494168687988 0.380722879936288 0.377256812152602 1.14738263807405
P2153_73322_R1 22504181 22504181 0.414860687442925 0.78525408234141 0.849993163492597 0.595993487073449
P2154_73322_R1 25880316 25880316 0.420381265823802 0.804514906232211 0.824754226339431 0.588166714028666
P2155_73322_R1 19583257 19583257 0.418209289700891 0.799131625551357 0.82903472083321 0.591221366545054
P2156_73322_R1 18493703 18493703 0.417634045491052 0.793524152518292 0.827351882962541 0.592035707884104
P2157_73322_R1 15903213 15903213 0.628168660006 1.08054265512258 0.533175277222282 0.393611275921399
P2158_73322_R1 17754405 17754405 0.424908635349931 0.785354395148697 0.899985102288699 0.581899841962901
P2159_R1 37965165 37965165 0.325340348184974 0.685049044301533 0.834828453926119 0.759986485347397
P216_73321_R1 53444305 53444305 0.562220801636395 1.03477442545094 0.118970580682076 0.439781429358609
P2160_73322_R1 38512013 38512013 0.401121592891029 0.740327440167825 0.941103753781969 0.616407274354756
P2161_73322_R1 69290453 69290453 0.073557031009741 0.058075821787455 0.004655764048764 3.3613954283453
P2162_73322_R1 87238642 87238642 0.073579779015817 0.060757479466496 0.010559540805323 3.36035621560708
P2163_73322_R1 44691835 44691835 0.26580470459537 0.482412503312965 0.491268707136326 0.930210276508041
P2164_73322_R1 22566509 22566509 0.308470397437193 0.572764710749013 0.561854737921581 0.801549418722228
P2165_73322_R1 83622545 83622545 0.280041704064376 0.524956517408075 0.530215864633156 0.882919451532682
P2166_73322_R1 88644619 88644619 0.289790855776593 0.540033907754739 0.550851259228719 0.853216251755755
P2167_73322_R1 21529013 21529013 0.392043053715468 0.766533050075264 0.794393128937216 0.630681414746469
P2168_73322_R1 25816999 25816999 0.458996028159586 0.910384665545364 0.848859311649662 0.538684983288854
P2169_73322_R1 24866979 24866979 0.443901931151347 0.874187411345785 0.834604798596564 0.557002009695011
P217_73321_R1 37681171 37681171 0.629871614127915 1.01761964881612 0.025333607599403 0.392547087712678
P2170_73322_R1 35166385 35166385 0.446252863352318 0.885760648983397 0.80434198738369 0.554067633093458
P2171_73322_R1 85273310 85273310 0.08046949274046 0.067010416272102 0.005008601167235 3.07264603439556
P2172_73322_R1 61132519 61132519 0.329050729939658 0.646371205479035 0.588716129953683 0.751416864518547
P2173_73322_R1 58249288 58249288 0.322105224702489 0.64542248138724 0.60345801995039 0.767619550372622
P2174_73322_R1 18301967 18301967 0.306885046836769 0.606710743167661 0.578129115848586 0.805690177176702
P2175_73322_R1 23023483 23023483 0.304450026088581 0.601876788147128 0.617660672800896 0.812134165121922
P2176_73322_R1 20141498 20141498 0.318968330955324 0.628334595569803 0.599369520578857 0.77516870411009
P2177_73322_R1 49136398 49136398 0.465850182994692 0.887454143464077 0.647933126884881 0.530759194231366
P2178_73322_R1 19071044 19071044 0.475789369475525 0.982756895742048 0.931307169130332 0.519671694286385
P2179_73322_R1 5979138 5979138 0.454731100034821 0.916603697723652 0.825085488911612 0.543737315833167
P218_76492_R1 10996846 10996846 0.667100366777893 1.15667710541732 0.053897271999626 0.370640281541202
P2180_73322_R1 19070366 19070366 0.539009057298638 1.13298821847467 0.939766966192468 0.45872006121375
P2181_73322_R1 27538567 27538567 0.078293834243445 0.076877638549602 0.02449292296146 3.15802987742293
P2182_73322_R1 21568385 21568385 0.287439231078266 0.499708253538686 0.493968370835368 0.860196664287183
P2183_73322_R1 70852741 70852741 0.385143885964835 0.717304641749851 0.74853420279111 0.641978950644363
P2184_73322_R1 25821356 25821356 0.406891876631111 0.749410681607891 0.752160343554382 0.60766577550271
P2185_73322_R1 53331678 53331678 0.403505023787176 0.747626954471599 0.763321191581484 0.612766268529059
P2186_73322_R1 46665152 46665152 0.370167014563673 0.678474164190015 0.718366887565265 0.66795326982401
P2187_73322_R1 21836015 21836015 0.732908454221157 1.30460617470724 0.47415244951975 0.337360370636668
P2188_73322_R1 41531813 41531813 0.439711119762578 0.853772022906874 0.810099477236883 0.562310700471486
P2189_73322_R1 38906620 38906620 0.50276276890668 0.977689657955381 0.833855523815741 0.491791125059802
P219_76492_R1 16791247 16791247 0.537667035688296 0.859644313492619 0.072251929829869 0.459865030487267
P2190_73322_R1 27191728 27191728 0.500343339709782 0.973704208868226 0.841653020359721 0.494169199698378
P2191_73322_R1 52340583 52340583 0.055498044414217 0.056837349327958 0.00908663932918 4.45518883356291
P2192_73323_R1 26847346 26847346 0.13390895323508 0.228909032572531 0.19997507388626 1.84643566979975
P2193_73323_R1 31359081 31359081 0.382109411943545 0.7765310469398 0.844980119155915 0.647077146048754
P2194_73323_R1 20774483 20774483 0.375941966883123 0.769025154561006 0.840251957172653 0.657692648173185
P2195_73323_R1 25054191 25054191 0.374009282518841 0.764838106327201 0.844724940430126 0.66109125980407
P2196_73323_R1 23692482 23692482 0.369982342922114 0.75575028399304 0.843795090780274 0.668286669590736
P2197_73323_R1 25542803 25542803 0.397775451660493 0.808756188582749 0.851785921850472 0.621592576230249
P2198_73323_R1 40916647 40916647 0.919322641466687 2.07221769662602 1.05058461901827 0.255893546688847
P2199_73323_R1 35449015 35449015 0.364185013321245 0.742847156684043 0.823712591167907 0.678924883547298
P22_73321_R1 45489962 45489962 0.359217710491822 0.548063768441926 0.729145476094265 0.688313133058694
P220_76492_R1 11458310 11458310 0.525382888052427 0.967437606418398 0.088800180829459 0.470617283854369
P2201_73323_R1 24695034 24695034 0.160084817052692 0.232180283695904 0.216650845672049 1.54452041305962
P2202_73323_R1 22878225 22878225 0.393999097395012 0.813485311906846 0.901660858742319 0.627550340580875
P2203_73323_R1 25949730 25949730 0.391518524470197 0.792994763336651 0.903230977740424 0.631526357771658
P2204_73323_R1 30797980 30797980 0.372904326842215 0.762108423994041 0.885587301504839 0.663050144396464
P2205_73323_R1 32025605 32025605 0.433568702293056 0.865850933963621 0.925834187988018 0.570277020576255
P2206_73323_R1 24727471 24727471 0.411655522718033 0.840429658172483 0.90078763008154 0.600633913827402
P2207_73323_R1 30061059 30061059 0.40081754937509 0.813983299789938 0.838722947185593 0.616874855265914
P2208_73323_R1 27253440 27253440 0.391025866826353 0.796794826634729 0.87492441321169 0.632322024539103
P2209_73323_R1 23956501 23956501 0.390015219668348 0.792018834470025 0.827441369672474 0.633960561767439
P2210_73323_R1 30406913 30406913 0.399708447878283 0.804665702171082 0.858209447305618 0.618586544946103
P2211_73323_R1 27304482 27304482 0.071413184106551 0.054009447972681 0.000846014950952 3.46230560718152
P2212_73323_R1 25779391 25779391 0.21258454088384 0.356765603966362 0.299091627106319 1.16308677352932
P2213_73323_R1 24679893 24679893 0.319750170715894 0.621894916643277 0.639253176664907 0.773273293975779
P2214_73323_R1 26562247 26562247 0.308833059191114 0.60484717275613 0.602761505831942 0.800608161595127
P2215_73323_R1 30888582 30888582 0.307168519422484 0.587615190622865 0.578754311220891 0.804946640442407
P2216_73323_R1 34458241 34458241 0.310941582885789 0.607201627036041 0.601052154693561 0.795179163443106
P2217_73323_R1 36183056 36183056 0.891455934512552 1.50210640029963 0.125528368858617 0.277360055821487
P2218_73323_R1 34438850 34438850 0.467649181084734 0.950017204407232 0.904127170332343 0.528717418440206
P2219_73323_R1 34665962 34665962 0.902986624170418 1.53562448375153 0.168167841411699 0.273818305986483
P2220_73323_R1 31036272 31036272 0.45529952824231 0.916124849015372 0.89019712161306 0.543058475622247
P2221_73323_R1 32325248 32325248 0.068686247975576 0.07465062603696 0.017608526932261 3.5997637816338
P2222_73323_R1 35477096 35477096 0.361949016345644 0.713843658455021 0.726598366450287 0.683119048796311
P2223_73323_R1 35769721 35769721 0.386835558488141 0.763234915922324 0.800389245417933 0.639171509271624
P2224_73323_R1 89561563 89561563 0.374532320299055 0.752163067989334 0.769189345210512 0.660168039867348
P2225_73323_R1 20007745 20007745 0.379318109062266 0.750239469765333 0.780697674825424 0.651838817740731
P2226_73323_R1 16182175 16182175 0.372113143010751 0.745684680829369 0.784171472623427 0.664459916030575
P2227_73323_R1 35393008 35393008 0.720597130371061 1.6129993811207 0.923484661151151 0.328746025638646
P2228_73323_R1 34942393 34942393 0.593302238916493 1.27801206975149 0.938850982530017 0.414915593093058
P2229_73323_R1 23268008 23268008 0.479301880934543 0.979301709024683 0.827874908758842 0.515863337061604
P223_73321_R1 40960809 40960809 0.114424009545319 0.200174269018954 0.613794029312263 1.14190188781572
P2230_73323_R1 35243258 35243258 0.602793305885625 1.39272311316962 0.868262519883945 0.3807412477662
P2231_73323_R1 30165390 30165390 0.056094086633722 0.054224394247845 0.001335968140972 4.40784907281398
P2232_73323_R1 40151074 40151074 0.093180570960568 0.123354110029535 0.084094886228946 2.65349595103287
P2233_73323_R1 29536446 29536446 0.581837097124007 1.05370835746454 0.568507802191232 0.424954457151259
P2234_73323_R1 30477859 30477859 0.401415991851659 0.832653632264655 0.754081840197502 0.615955200534633
P2235_73323_R1 31621808 31621808 0.484393555232515 0.923862417986979 0.682744010083168 0.510440870007264
P2236_73323_R1 31693121 31693121 0.385503213773109 0.800501787122827 0.749992403714358 0.641380561626966
P2237_73323_R1 21904413 21904413 0.356512635147995 0.66441862651147 0.540603393480574 0.69353577792876
P2238_73323_R1 28920935 28920935 0.425619019578724 0.838136802976806 0.63825737307594 0.580928615463492
P2239_73323_R1 24537628 24537628 0.297123259020799 0.549894227755022 0.639821420391572 0.832160594137429
P224_R1 2436365 2436365 0.187040940089026 0.347566969645353 0.650805605892385 1.07696146814935
P2240_73323_R1 24250946 24250946 0.523864099981914 1.0123811252559 0.396471131476685 0.471981698626291
P2241_73323_R1 28241853 28241853 0.058569103096741 0.058452255239768 0.008703394922422 4.22158193801257
P2242_73323_R1 32636377 32636377 0.444004553569166 0.777938678671349 0.764493558828543 0.556873270265415
P2243_73323_R1 24035704 24035704 0.822542996868326 1.45305084469338 0.199128762777242 0.300597377523327
P2244_73323_R1 34846162 34846162 0.640015965029377 1.1775328370453 0.373498808850168 0.386325156353636
P2245_73323_R1 36611597 36611597 0.922986233023378 1.47971693231519 0.157070449562744 0.267885109129829
P2246_73323_R1 29105868 29105868 0.552500272453651 1.00017632183311 0.474474769142772 0.447518815983098
P2247_73323_R1 29025493 29025493 0.331897894034048 0.634569755628268 0.619458901180421 0.744970884730689
P2248_73323_R1 23769200 23769200 0.635339010147586 1.17176430001851 0.13047978055635 0.389169032295626
P2249_73323_R1 24038806 24038806 0.599048055880978 1.09005829990059 0.407199924987955 0.412745297028262
P225_73321_R1 23903268 23903268 0.312932106187321 0.555233702772357 0.579903969616205 0.790121124902379
P2250_73323_R1 43449499 43449499 0.41157896895428 0.738420482132602 0.476343812387802 0.600745631845594
P2251_R1 32386179 32386179 0.321593973775048 0.608756593360396 0.701101540876434 0.21702553985472
P2252_R1 7168916 7168916 0.19637557477309 0.382610146359645 0.446678409957656 0.345301162478776
P2253_R1 9540159 9540159 0.122859587560333 0.503157232494762 0.140008148711148 0.262573445797652
P2254_R1 1632179 1632179 0.237535221320701 0.491674013695802 0.504417713988478 1.04091623290246
P2255_R1 15261983 15261983 0.333711549803194 0.717639378840875 0.575338080248157 0.184097657137422
P2256_R1 5466642 5466642 0.152049466564666 0.315751424732038 0.587270942564009 0.418416887354601
P2257_R1 13240090 13240090 0.223480353985509 0.494739839381756 0.505034331337627 0.267040811751195
P2258_R1 40330976 40330976 0.324812372504945 0.744469957781334 0.544006175303072 0.17746280683762
P2259_R1 34595287 34595287 0.225579860054348 0.572066362681136 0.412374090147019 0.230944759092224
P226_76492_R1 7282486 7282486 0.252839483659838 0.464003638318014 0.708755224520857 0.977910032799484
P2261_R1 3905133 3905133 0.269619498234759 0.489151073727835 0.557701875966836 0.270091870201372
P2262_R1 69173651 69173651 0.103468588061081 0.198467188033779 0.460712996051054 0.665680456417179
P2263_R1 13070668 13070668 0.043280113916137 0.097806783861391 0.1328241219194 1.35078287106742
P2264_R1 7640388 7640388 0.153002700909954 0.249267445579989 0.462110039437788 0.498239546494069
P2265_R1 28415428 28415428 0.295170637584625 0.714358411212388 0.16797916962574 0.184943196916989
P2266_R1 25238656 25238656 0.185108905957591 0.392350527698464 0.496765754880133 0.336728815146888
P2267_R1 55011484 55011484 0.374098251921362 0.793348894205435 0.642040487400776 0.16652916425437
P2268_R1 29913271 29913271 0.193061467600785 0.379828070290273 0.58550601169628 0.347830343905847
P2269_R1 40247192 40247192 0.158674423795827 0.340796446122254 0.587459617058502 0.387667564663413
P227_76492_R1 7520270 7520270 0.298925437517536 0.489344132590984 0.528199120510301 0.827143617526
P2270_R1 44322437 44322437 0.139859186894439 0.278249591736122 0.603529539677613 0.474810142540844
P2273_R1 28567164 28567164 0.287606428135463 0.700444048278646 0.512290964549369 0.188617104590776
P2274_R1 26532 26532 0.173375546509875 0.32413689130107 0.621890547263682 1.12703523776912
P2275_R1 14357782 14357782 0.443014109003745 1.07561181803708 0.54098885189927 0.12282844619099
P2276_R1 26913218 26913218 0.129876702221191 0.647012928740071 0.246436527954405 0.204193335937551
P2277_R1 38451972 38451972 0.125104116896788 0.565289603352463 0.265822517503133 0.23371335246685
P2278_R1 52029902 52029902 0.134019087716137 0.834053079707896 0.123298329487532 0.15840206280448
P2279_R1 22751468 22751468 0.110397271947463 0.629524213558439 0.181966280153878 0.209865999541725
P228_73321_R1 21747698 21747698 0.180708781223649 0.34317655137569 0.568754449321487 1.23232892795448
P2280_R1 9188878 9188878 0.127034007851666 0.61403579414157 0.261305025488422 0.21515965286496
P2281_R1 17560769 17560769 0.269908453325706 0.713021166669865 0.537083541159274 0.185290050968895
P2284_R1 40333902 40333902 0.43841034770204 0.916519309240152 0.782485661813727 0.144149421602139
P2285_R1 12302962 12302962 0.282728663227603 0.547022741352855 0.737749169671499 0.241517798670347
P2286_R1 78145058 78145058 0.451139213435608 0.981551514108544 0.764642083956224 0.134598873737309
P2287_R1 44545358 44545358 0.269994462722693 0.564633468654579 0.606682743463415 0.233984940051408
P2288_R1 52497285 52497285 0.277559115676173 0.515291409831956 0.643835200239403 0.256390317776197
P2289_R1 12016721 12016721 0.470436153090348 1.01979566638853 1.02177623995764 0.129551176445013
P229_76492_R1 6845464 6845464 0.348069904392164 0.620878292545253 0.610754800551139 0.710358076463342
P2290_R1 9374729 9374729 0.188869459586512 0.417004054197193 0.428300380736339 0.316821208293781
P2291_R1 30382019 30382019 0.213583567306702 0.473210815910556 0.467575904024022 0.279190001310393
P2292_R1 40701020 40701020 0.374098732660754 0.770717785451077 0.815453765040778 0.171419072983812
P2295_R1 19519072 19519072 0.415070962390015 0.754764365846901 0.67266005269103 0.175042350026576
P2296_R1 23222958 23222958 0.223399620323991 0.429450029578489 0.633123480652206 0.307639350831652
P2297_R1 18537220 18537220 0.501186262017713 0.906969869268423 0.718316986042136 0.14566716358585
P2298_R1 8705448 8705448 0.151100781947121 0.502811572707114 0.244950058859693 0.26275395294276
P2299_R1 31860522 31860522 0.190772141146966 0.426738143210585 0.427585586953032 0.309594374011615
P23_73321_R1 48481498 48481498 0.291125492863277 0.49613772247714 0.596239827407973 0.849304763134969
