resfinder_code	Sample_ule	Reads_code	Partner	Partner_code	Industry_code	Dataset_ID	UNITN_seq_ID	Industry_type	Industry_type2	Surface	Surface2	rindcore	Room	Ripening.time	Host	Product_type	Total_reads	Contigs	MAGs
F02.04	WP4-ULEE-F02-04	F02-04_R1	ULE	F02 B2	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-04	Meat	Fermented_sausages	Food_contact	-	-	Cold	-	Pig	-	382393	63407	10
F02.05	WP4-ULEE-F02-05	F02-05_R1	ULE	F02 C1	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-05	Meat	Fermented_sausages	Non_food_contact	-	-	Ripening	-	Pig	-	155408	146491	10
F02.06	WP4-ULEE-F02-06	F02-06_R1	ULE	F02 C2	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-06	Meat	Fermented_sausages	Food_contact	-	-	Ripening	-	Pig	-	151991	7277	1
F02.07	WP4-ULEE-F02-07	F02-07_R1	ULE	F02 D1	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-07	Meat	Fermented_sausages	Non_food_contact	-	-	Smoking	-	Pig	-	165209	12892	2
F02.10	WP4-ULEE-F02-10	F02-10_R1	ULE	F02 E2	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-10	Meat	Fermented_sausages	Food_contact	-	-	Packing	-	Pig	-	147784	45612	8
F02.18	WP4-ULEE-F02-18	F02-18_R1	ULE	F02 H1	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-18	Meat	Fermented_sausages	Final_product	-	-	Final_product	35 days	Pig	-	3152360	129191	5
F02.19	WP4-ULEE-F02-19	F02-19_R1	ULE	F02 H2	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-19	Meat	Fermented_sausages	Final_product	-	-	Final_product	35 days	Pig	-	3714260	134695	4
F02.31A	WP4-ULEE-F02-31A	F02-31A_R1	ULE	F02 A3 1-2	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-31A	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	3648727	163257	0
F02.31B	WP4-ULEE-F02-31B	F02-31B_R1	ULE	F02 A3 1-2	F02	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F02-31B	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	4725831	209503	0
F03.01	WP4-ULEE-F03-01	F03-01_R1	ULE	F03 A1	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-01	Meat	Fermented_sausages	Non_food_contact	-	-	Processing	-	Pig	-	225587	127219	5
F03.02	WP4-ULEE-F03-02	F03-02_R1	ULE	F03 A2	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-02	Meat	Fermented_sausages	Food_contact	-	-	Processing	-	Pig	-	342735	106488	11
F03.03	WP4-ULEE-F03-03	F03-03_R1	ULE	F03 B1	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-03	Meat	Fermented_sausages	Non_food_contact	-	-	Cold	-	Pig	-	1808757	55226	3
F03.04	WP4-ULEE-F03-04	F03-04_R1	ULE	F03 B2	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-04	Meat	Fermented_sausages	Food_contact	-	-	Cold	-	Pig	-	649130	60317	7
F03.05	WP4-ULEE-F03-05	F03-05_R1	ULE	F03 C1	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-05	Meat	Fermented_sausages	Non_food_contact	-	-	Ripening	-	Pig	-	91549	64316	8
F03.06	WP4-ULEE-F03-06	F03-06_R1	ULE	F03 C2	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-06	Meat	Fermented_sausages	Food_contact	-	-	Ripening	-	Pig	-	722854	42180	3
F03.09	WP4-ULEE-F03-09	F03-09_R1	ULE	F03 E1	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-09	Meat	Fermented_sausages	Non_food_contact	-	-	Packing	-	Pig	-	189985	62997	3
F03.10	WP4-ULEE-F03-10	F03-10_R1	ULE	F03 E2	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-10	Meat	Fermented_sausages	Food_contact	-	-	Packing	-	Pig	-	634374	73567	10
F03.15	WP4-ULEE-F03-15	F03-15_R1	ULE	F03 CN3	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-15	Meat	Fermented_sausages	Negative_control_laboratory	-	-	-	-	Pig	-	136624	48267	7
F03.16	WP4-ULEE-F03-16	F03-16_R1	ULE	F03 G1	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-16	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	4939498	148021	2
F03.17	WP4-ULEE-F03-17	F03-17_R1	ULE	F03 G2	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-17	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	2729210	115212	2
F03.18	WP4-ULEE-F03-18	F03-18_R1	ULE	F03 H1	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-18	Meat	Fermented_sausages	Final_product	-	-	Final_product	-	Pig	-	3111139	55190	5
F03.19	WP4-ULEE-F03-19	F03-19_R1	ULE	F03 H2	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-19	Meat	Fermented_sausages	Final_product	-	-	Final_product	-	Pig	-	2988613	85849	6
F03.31	WP4-ULEE-F03-31	F03-31_R1	ULE	F03 A3 1-2	F03	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F03-31	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	3374796	163523	2
F04.01	WP4-ULEE-F04-01	F04-01_R1	ULE	F04 A1	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-01	Meat	Fermented_sausages	Non_food_contact	-	-	Processing	-	Pig	-	358231	82635	15
F04.02	WP4-ULEE-F04-02	F04-02_R1	ULE	F04 A2	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-02	Meat	Fermented_sausages	Food_contact	-	-	Processing	-	Pig	-	520084	109521	16
F04.03	WP4-ULEE-F04-03	F04-03_R1	ULE	F04 B1	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-03	Meat	Fermented_sausages	Non_food_contact	-	-	Cold	-	Pig	-	147601	85741	23
F04.04	WP4-ULEE-F04-04	F04-04_R1	ULE	F04 B2	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-04	Meat	Fermented_sausages	Food_contact	-	-	Cold	-	Pig	-	2513092	22847	10
F04.05	WP4-ULEE-F04-05	F04-05_R1	ULE	F04 C1	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-05	Meat	Fermented_sausages	Non_food_contact	-	-	Ripening	-	Pig	-	216820	144856	23
F04.06	WP4-ULEE-F04-06	F04-06_R1	ULE	F04 C2	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-06	Meat	Fermented_sausages	Food_contact	-	-	Ripening	-	Pig	-	1735529	48596	4
F04.07	WP4-ULEE-F04-07	F04-07_R1	ULE	F04 D1	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-07	Meat	Fermented_sausages	Non_food_contact	-	-	Smoking	-	Pig	-	117385	138324	19
F04.09	WP4-ULEE-F04-09	F04-09_R1	ULE	F04 E1	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-09	Meat	Fermented_sausages	Non_food_contact	-	-	Packing	-	Pig	-	301529	163141	8
F04.10	WP4-ULEE-F04-10	F04-10_R1	ULE	F04 E2	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-10	Meat	Fermented_sausages	Food_contact	-	-	Packing	-	Pig	-	891123	68698	11
F04.16	WP4-ULEE-F04-16	F04-16_R1	ULE	F04 G1	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-16	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	4472621	17779	1
F04.17	WP4-ULEE-F04-17	F04-17_R1	ULE	F04 G2	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-17	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	2905290	81300	2
F04.18	WP4-ULEE-F04-18	F04-18_R1	ULE	F04 H1	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-18	Meat	Fermented_sausages	Final_product	-	-	Final_product	22-25 days	Pig	-	3296958	74950	1
F04.19	WP4-ULEE-F04-19	F04-19_R1	ULE	F04 H2	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-19	Meat	Fermented_sausages	Final_product	-	-	Final_product	22-25 days	Pig	-	4086010	87733	0
F04.31A	WP4-ULEE-F04-31A	F04-31A_R1	ULE	F04 A3 1-2	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-31A	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	3896344	125389	0
F04.31B	WP4-ULEE-F04-31B	F04-31B_R1	ULE	F04 A3 1-2	F04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F04-31B	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	3745475	165674	0
F05.01	WP4-ULEE-F05-01	F05-01_R1	ULE	F05 A1	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-01	Meat	Fermented_sausages	Non_food_contact	-	-	Processing	-	Pig	-	240097	83106	11
F05.02	WP4-ULEE-F05-02	F05-02_R1	ULE	F05 A2	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-02	Meat	Fermented_sausages	Food_contact	-	-	Processing	-	Pig	-	144696	93257	7
F05.03	WP4-ULEE-F05-03	F05-03_R1	ULE	F05 B1	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-03	Meat	Fermented_sausages	Non_food_contact	-	-	Cold	-	Pig	-	752381	43195	2
F05.04	WP4-ULEE-F05-04	F05-04_R1	ULE	F05 B2	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-04	Meat	Fermented_sausages	Food_contact	-	-	Cold	-	Pig	-	291217	49393	5
F05.05	WP4-ULEE-F05-05	F05-05_R1	ULE	F05 C1	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-05	Meat	Fermented_sausages	Non_food_contact	-	-	Ripening	-	Pig	-	209950	113917	9
F05.06	WP4-ULEE-F05-06	F05-06_R1	ULE	F05 C2	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-06	Meat	Fermented_sausages	Food_contact	-	-	Ripening	-	Pig	-	324858	41037	6
F05.09	WP4-ULEE-F05-09	F05-09_R1	ULE	F05 E1	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-09	Meat	Fermented_sausages	Non_food_contact	-	-	Packing	-	Pig	-	996932	54968	7
F05.10	WP4-ULEE-F05-10	F05-10_R1	ULE	F05 E2	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-10	Meat	Fermented_sausages	Food_contact	-	-	Packing	-	Pig	-	356521	39355	5
F05.16	WP4-ULEE-F05-16	F05-16_R1	ULE	F05 G1	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-16	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	3352056	35882	0
F05.17	WP4-ULEE-F05-17	F05-17_R1	ULE	F05 G2	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-17	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	2966959	57827	0
F05.18	WP4-ULEE-F05-18	F05-18_R1	ULE	F05 H1	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-18	Meat	Fermented_sausages	Final_product	-	-	Final_product	60 days	Pig	-	621167	31724	4
F05.19	WP4-ULEE-F05-19	F05-19_R1	ULE	F05 H2	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-19	Meat	Fermented_sausages	Final_product	-	-	Final_product	60 days	Pig	-	858420	28890	5
F05.31A	WP4-ULEE-F05-31A	F05-31A_R1	ULE	F05 A3 1-2	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-31A	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	3653866	91136	0
F05.31B	WP4-ULEE-F05-31B	F05-31B_R1	ULE	F05 A3 1-2	F05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F05-31B	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	2390397	31194	0
F06.01	WP4-ULEE-F06-01	F06-01_R1	ULE	F06 A1	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-01	Meat	Fermented_sausages	Non_food_contact	-	-	Processing	-	Pig	-	190803	108896	14
F06.02	WP4-ULEE-F06-02	F06-02_R1	ULE	F06 A2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-02	Meat	Fermented_sausages	Food_contact	-	-	Processing	-	Pig	-	462093	134828	16
F06.03	WP4-ULEE-F06-03	F06-03_R1	ULE	F06 B1	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-03	Meat	Fermented_sausages	Non_food_contact	-	-	Cold	-	Pig	-	765433	72883	14
F06.04	WP4-ULEE-F06-04	F06-04_R1	ULE	F06 B2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-04	Meat	Fermented_sausages	Food_contact	-	-	Cold	-	Pig	-	1035378	113608	4
F06.05	WP4-ULEE-F06-05	F06-05_R1	ULE	F06 C1	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-05	Meat	Fermented_sausages	Non_food_contact	-	-	Ripening	-	Pig	-	259934	79119	27
F06.06	WP4-ULEE-F06-06	F06-06_R1	ULE	F06 C2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-06	Meat	Fermented_sausages	Food_contact	-	-	Ripening	-	Pig	-	572786	64017	6
F06.07	WP4-ULEE-F06-07	F06-07_R1	ULE	F06 D1	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-07	Meat	Fermented_sausages	Non_food_contact	-	-	Smoking	-	Pig	-	237923	73316	21
F06.08	WP4-ULEE-F06-08	F06-08_R1	ULE	F06 D2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-08	Meat	Fermented_sausages	Food_contact	-	-	Smoking	-	Pig	-	2149092	21637	2
F06.09	WP4-ULEE-F06-09	F06-09_R1	ULE	F06 E1	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-09	Meat	Fermented_sausages	Non_food_contact	-	-	Packing	-	Pig	-	140830	112462	32
F06.10	WP4-ULEE-F06-10	F06-10_R1	ULE	F06 E2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-10	Meat	Fermented_sausages	Food_contact	-	-	Packing	-	Pig	-	881567	38027	4
F06.16	WP4-ULEE-F06-16	F06-16_R1	ULE	F06 G1	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-16	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	3993627	152007	2
F06.17	WP4-ULEE-F06-17	F06-17_R1	ULE	F06 G2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-17	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	3312882	113236	2
F06.18	WP4-ULEE-F06-18	F06-18_R1	ULE	F06 H1	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-18	Meat	Fermented_sausages	Final_product	-	-	Final_product	30 days	Pig	-	317137	22478	2
F06.19	WP4-ULEE-F06-19	F06-19_R1	ULE	F06 H2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-19	Meat	Fermented_sausages	Final_product	-	-	Final_product	30 days	Pig	-	539315	20998	3
F06.31A	WP4-ULEE-F06-31A	F06-31A_R1	ULE	F06 A3 1-2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-31A	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	2738443	52686	3
F06.31B	WP4-ULEE-F06-31B	F06-31B_R1	ULE	F06 A3 1-2	F06	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F06-31B	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	2427339	48626	1
F07.01	WP4-ULEE-F07-01	F07-01_R1	ULE	F07 A1	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-01	Meat	Fermented_sausages	Non_food_contact	-	-	Processing	-	Pig	-	260927	50887	20
F07.02	WP4-ULEE-F07-02	F07-02_R1	ULE	F07 A2	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-02	Meat	Fermented_sausages	Food_contact	-	-	Processing	-	Pig	-	217563	68723	17
F07.03	WP4-ULEE-F07-03	F07-03_R1	ULE	F07 B1	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-03	Meat	Fermented_sausages	Non_food_contact	-	-	Cold	-	Pig	-	618218	88589	5
F07.04	WP4-ULEE-F07-04	F07-04_R1	ULE	F07 B2	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-04	Meat	Fermented_sausages	Food_contact	-	-	Cold	-	Pig	-	725508	51504	7
F07.05	WP4-ULEE-F07-05	F07-05_R1	ULE	F07 C1	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-05	Meat	Fermented_sausages	Non_food_contact	-	-	Ripening	-	Pig	-	204147	45378	7
F07.06	WP4-ULEE-F07-06	F07-06_R1	ULE	F07 C2	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-06	Meat	Fermented_sausages	Food_contact	-	-	Ripening	-	Pig	-	645669	55950	3
F07.16	WP4-ULEE-F07-16	F07-16_R1	ULE	F07 G1	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-16	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	3364427	166686	0
F07.17	WP4-ULEE-F07-17	F07-17_R1	ULE	F07 G2	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-17	Meat	Fermented_sausages	Before_ripening	-	-	Raw_material	-	Pig	-	3249158	154354	0
F07.18	WP4-ULEE-F07-18	F07-18_R1	ULE	F07 H1	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-18	Meat	Fermented_sausages	Final_product	-	-	Final_product	at least 30 days	Pig	-	2903323	123360	4
F07.19	WP4-ULEE-F07-19	F07-19_R1	ULE	F07 H2	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-19	Meat	Fermented_sausages	Final_product	-	-	Final_product	at least 30 days	Pig	-	2679247	108212	1
F07.31A	WP4-ULEE-F07-31A	F07-31A_R1	ULE	F07 A3 1-2	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-31A	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	4881574	238982	0
F07.31B	WP4-ULEE-F07-31B	F07-31B_R1	ULE	F07 A3 1-2	F07	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__F07-31B	Meat	Fermented_sausages	Raw_materials	-	-	Raw_material	-	Pig	-	4327160	195445	0
FFoQSI_DC18.01	WP4-FFOQ-DC18-20	DC18-01_R1	FFOQ	DC18-01	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-01	Cheese_Dairy	Cured_cheese	Raw_materials	Milk	-	Raw_material	-	Cow	Drautaler	-	4257	0
FFoQSI_DC18.02	WP4-FFOQ-DC18-21	DC18-02_R1	FFOQ	DC18-02	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-02	Cheese_Dairy	Cured_cheese	Raw_materials	Whey	-	Raw_material	-	Cow	Drautaler	-	3570	2
FFoQSI_DC18.032	WP4-FFOQ-DC18-22	DC18-032_R1	FFOQ	DC18-03.2	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-032	Cheese_Dairy	Cured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Drautaler	-	21334	9
FFoQSI_DC18.04.AC	DC18-04-AC_R1	DC18-04-AC_R1	FFOQ	DC18-04-AC	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-04-AC	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Drautaler	-	1254	2
FFoQSI_DC18.04.AR	DC18-04-AR_R1	DC18-04-AR_R1	FFOQ	DC18-04-AR	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-04-AR	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Drautaler	-	1237	1
FFoQSI_DC18.04.BC	DC18-04-BC_R1	DC18-04-BC_R1	FFOQ	DC18-04-BC	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-04-BC	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Drautaler	-	1237	2
FFoQSI_DC18.04.BR	DC18-04-BR_R1	DC18-04-BR_R1	FFOQ	DC18-04-BR	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-04-BR	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Drautaler	-	1265	2
FFoQSI_DC18.05	WP4-FFOQ-DC18-01	DC18-05_R1	FFOQ	DC18-05	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-05	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Processing	-	Cow	Drautaler	-	75972	8
FFoQSI_DC18.06	WP4-FFOQ-DC18-12	DC18-06_R1	FFOQ	DC18-06	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-06	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Drautaler	-	12170	0
FFoQSI_DC18.07	WP4-FFOQ-DC18-11	DC18-07_R1	FFOQ	DC18-07	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-07	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Drautaler	-	6202	1
FFoQSI_DC18.08	WP4-FFOQ-DC18-13	DC18-08_R1	FFOQ	DC18-08	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-08	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Drautaler	-	38371	6
FFoQSI_DC18.09	WP4-FFOQ-DC18-05	DC18-09_R1	FFOQ	DC18-09	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-09	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Ripening	-	Cow	Drautaler	-	121482	35
FFoQSI_DC18.10	WP4-FFOQ-DC18-06	DC18-10_R1	FFOQ	DC18-10	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-10	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Ripening	-	Cow	Drautaler	-	64330	14
FFoQSI_DC18.11	WP4-FFOQ-DC18-09	DC18-11_R1	FFOQ	DC18-11	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-11	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Packing	-	Cow	Drautaler	-	96315	5
FFoQSI_DC18.12	WP4-FFOQ-DC18-10	DC18-12_R1	FFOQ	DC18-12	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-12	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Packing	-	Cow	Drautaler	-	23709	7
FFoQSI_DC18.14	WP4-FFOQ-DC18-14	DC18-14_R1	FFOQ	DC18-14	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-14	Cheese_Dairy	Cured_cheese	Negative_control_industry	-	-	-	-	Cow	Control	-	10350	6
FFoQSI_DC18.15	WP4-FFOQ-DC18-15	DC18-15_R1	FFOQ	DC18-15	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-15	Cheese_Dairy	Cured_cheese	Negative_control_laboratory	-	-	-	-	Cow	Control	-	30	0
FFoQSI_DC18.F.AC	DC18-F-AC_R1	DC18-F-AC_R1	FFOQ	DC18-F-AC	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-F-AC	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	60 days	Cow	Drautaler	-	1446	3
FFoQSI_DC18.F.AR	DC18-F-AR_R1	DC18-F-AR_R1	FFOQ	DC18-F-AR	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-F-AR	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	60 days	Cow	Drautaler	-	5529	9
FFoQSI_DC18.F.BC	DC18-F-BC_R1	DC18-F-BC_R1	FFOQ	DC18-F-BC	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-F-BC	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	60 days	Cow	Drautaler	-	1983	3
FFoQSI_DC18.F.BR	DC18-F-BR_R1	DC18-F-BR_R1	FFOQ	DC18-F-BR	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__DC18-F-BR	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	60 days	Cow	Drautaler	-	5746	8
FFoQSI_KM.1D	WP4-FFOQ-DC18-45.1	KM-1D_R1	FFOQ	KM-1D	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__KM-1D	Cheese_Dairy	Cured_cheese	Intermediate_ripening	-	rind_defect	Final_product	180 days	Cow	Moelltaler_Almkaese	-	36645	21
FFoQSI_KM.1G	WP4-FFOQ-DC18-44.1	KM-1G_R1	FFOQ	KM-1G	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__KM-1G	Cheese_Dairy	Cured_cheese	Intermediate_ripening	-	rind	Final_product	180 days	Cow	Moelltaler_Almkaese	-	24870	15
FFoQSI_KM.2D	WP4-FFOQ-DC18-45.2	KM-2D_R1	FFOQ	KM-2D	DC18	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__KM-2D	Cheese_Dairy	Cured_cheese	Intermediate_ripening	-	rind_defect	Final_product	300 days	Cow	Moelltaler_Almkaese	-	25603	18
